var_name,file_name,sensor_X,sensor_Y,lon_X,lat_X,lon_Y,lat_Y,dist,dateTime_X,dateTime_Y,diff_time,n,Slope,MAPE,Bias,Error
LU,HYPERNETS_vs_TRIOS_vs_20240817T090600_LU.csv,Hyp,TRIOS,12.062133000000001,40.066233000000004,12.062365,40.066343,0.02,2024-08-17T07:06:00Z,2024-08-17T07:07:53Z,2,321,0.98,5.7,4.7,4.8
LU,HYPERNETS_vs_TRIOS_vs_20240817T090600_LU.csv,TRIOS,Hyp,12.062365,40.066343,12.062133000000001,40.066233000000004,0.02,2024-08-17T07:07:53Z,2024-08-17T07:06:00Z,2,321,1.01,5.3,-4.7,4.8
LU,HYPERNETS_vs_TRIOS_vs_20240817T092100_LU.csv,Hyp,TRIOS,12.064400000000001,40.066633,12.065817000000001,40.066825,0.12,2024-08-17T07:21:00Z,2024-08-17T07:23:28Z,2,321,0.97,2.2,0.2,1.2
LU,HYPERNETS_vs_TRIOS_vs_20240817T092100_LU.csv,TRIOS,Hyp,12.065817000000001,40.066825,12.064400000000001,40.066633,0.12,2024-08-17T07:23:28Z,2024-08-17T07:21:00Z,2,321,1.02,2.1,-0.2,1.2
LU,HYPERNETS_vs_HYPERPRO_vs_20240809T083000_LU.csv,Hyp,HYPERPRO,22.402182999999997,36.01006699999999,22.403399999999998,36.0082,0.23,2024-08-09T06:30:00Z,2024-08-09T06:45:00Z,15,321,1.63,47,1.4,47.1
LU,HYPERNETS_vs_HYPERPRO_vs_20240809T083000_LU.csv,HYPERPRO,Hyp,22.403399999999998,36.0082,22.402182999999997,36.01006699999999,0.23,2024-08-09T06:45:00Z,2024-08-09T06:30:00Z,15,321,0.61,122.9,-1.4,47.1
LU,HYPERNETS_vs_HYPERPRO_vs_20240809T090000_LU.csv,Hyp,HYPERPRO,22.403499999999998,36.007133,22.403399999999998,36.0082,0.12,2024-08-09T07:00:00Z,2024-08-09T06:45:00Z,15,321,1.54,44.1,0.9,41.3
LU,HYPERNETS_vs_HYPERPRO_vs_20240809T090000_LU.csv,HYPERPRO,Hyp,22.403399999999998,36.0082,22.403499999999998,36.007133,0.12,2024-08-09T06:45:00Z,2024-08-09T07:00:00Z,15,321,0.64,116.3,-0.9,41.3
LU,HYPERNETS_vs_HYPERPRO_vs_20240812T104500_LU.csv,Hyp,HYPERPRO,15.143232999999999,36.57005,15.139999999999999,36.56830000000001,0.35,2024-08-12T08:45:00Z,2024-08-12T08:53:00Z,8,321,1.53,45.6,-59.6,59.6
LU,HYPERNETS_vs_HYPERPRO_vs_20240812T104500_LU.csv,HYPERPRO,Hyp,15.139999999999999,36.56830000000001,15.143232999999999,36.57005,0.35,2024-08-12T08:53:00Z,2024-08-12T08:45:00Z,8,321,0.64,371.7,59.6,59.6
LU,HYPERNETS_vs_HYPERPRO_vs_20240813T094000_LU.csv,Hyp,HYPERPRO,15.64365,36.852582999999996,15.644499999999999,36.85379999999999,0.16,2024-08-13T07:40:00Z,2024-08-13T07:49:00Z,9,321,1.74,51.4,-2.2,50.6
LU,HYPERNETS_vs_HYPERPRO_vs_20240813T094000_LU.csv,HYPERPRO,Hyp,15.644499999999999,36.85379999999999,15.64365,36.852582999999996,0.16,2024-08-13T07:49:00Z,2024-08-13T07:40:00Z,9,321,0.57,178.9,2.2,50.6
LU,HYPERNETS_vs_HYPERPRO_vs_20240813T100100_LU.csv,Hyp,HYPERPRO,15.645199999999999,36.854716999999994,15.644499999999999,36.85379999999999,0.12,2024-08-13T08:01:00Z,2024-08-13T07:49:00Z,12,321,1.66,48.4,9.1,50.2
LU,HYPERNETS_vs_HYPERPRO_vs_20240813T100100_LU.csv,HYPERPRO,Hyp,15.644499999999999,36.85379999999999,15.645199999999999,36.854716999999994,0.12,2024-08-13T07:49:00Z,2024-08-13T08:01:00Z,12,321,0.6,125,-9.1,50.2
LU,HYPERNETS_vs_HYPERPRO_vs_20240814T100000_LU.csv,Hyp,HYPERPRO,15.49075,37.586282999999995,15.485500000000002,37.581799999999994,0.68,2024-08-14T08:00:00Z,2024-08-14T08:11:00Z,11,321,1.52,43.3,6.8,40.9
LU,HYPERNETS_vs_HYPERPRO_vs_20240814T100000_LU.csv,HYPERPRO,Hyp,15.485500000000002,37.581799999999994,15.49075,37.586282999999995,0.68,2024-08-14T08:11:00Z,2024-08-14T08:00:00Z,11,321,0.66,109.4,-6.8,40.9
LU,HYPERNETS_vs_HYPERPRO_vs_20240814T101100_LU.csv,Hyp,HYPERPRO,15.4845,37.580999999999996,15.485500000000002,37.581799999999994,0.13,2024-08-14T08:11:00Z,2024-08-14T08:11:00Z,0,321,1.54,43.6,13.8,44.4
LU,HYPERNETS_vs_HYPERPRO_vs_20240814T101100_LU.csv,HYPERPRO,Hyp,15.485500000000002,37.581799999999994,15.4845,37.580999999999996,0.13,2024-08-14T08:11:00Z,2024-08-14T08:11:00Z,0,321,0.65,91.2,-13.8,44.4
LU,HYPERNETS_vs_HYPERPRO_vs_20240814T102100_LU.csv,Hyp,HYPERPRO,15.480550000000001,37.577766999999994,15.485500000000002,37.581799999999994,0.63,2024-08-14T08:21:00Z,2024-08-14T08:11:00Z,10,321,1.52,42.3,17.4,44.3
LU,HYPERNETS_vs_HYPERPRO_vs_20240814T102100_LU.csv,HYPERPRO,Hyp,15.485500000000002,37.581799999999994,15.480550000000001,37.577766999999994,0.63,2024-08-14T08:11:00Z,2024-08-14T08:21:00Z,10,321,0.66,77.6,-17.4,44.3
LU,HYPERNETS_vs_HYPERPRO_vs_20240815T094500_LU.csv,Hyp,HYPERPRO,15.3838,38.537150000000004,15.381400000000001,38.535700000000006,0.26,2024-08-15T07:45:00Z,2024-08-15T08:00:00Z,15,321,1.44,41.3,-10.8,26.4
LU,HYPERNETS_vs_HYPERPRO_vs_20240815T094500_LU.csv,HYPERPRO,Hyp,15.381400000000001,38.535700000000006,15.3838,38.537150000000004,0.26,2024-08-15T08:00:00Z,2024-08-15T07:45:00Z,15,321,0.69,170.7,10.8,26.4
LU,TRIOS_vs_HYPERPRO_vs_20240812T104536_LU.csv,TRIOS,HYPERPRO,15.143431,36.570156000000004,15.139999999999999,36.56830000000001,0.37,2024-08-12T08:45:36Z,2024-08-12T08:53:00Z,7,321,1.5,40.9,-4.9,29.7
LU,TRIOS_vs_HYPERPRO_vs_20240812T104536_LU.csv,HYPERPRO,TRIOS,15.139999999999999,36.56830000000001,15.143431,36.570156000000004,0.37,2024-08-12T08:53:00Z,2024-08-12T08:45:36Z,7,321,0.66,151.2,4.9,29.7
LU,TRIOS_vs_HYPERPRO_vs_20240813T094919_LU.csv,TRIOS,HYPERPRO,15.644079999999999,36.85318399999999,15.644499999999999,36.85379999999999,0.08,2024-08-13T07:49:19Z,2024-08-13T07:49:00Z,0,321,1.48,40.1,11,37.5
LU,TRIOS_vs_HYPERPRO_vs_20240813T094919_LU.csv,HYPERPRO,TRIOS,15.644499999999999,36.85379999999999,15.644079999999999,36.85318399999999,0.08,2024-08-13T07:49:00Z,2024-08-13T07:49:19Z,0,321,0.68,97.5,-11,37.5
LU,TRIOS_vs_HYPERPRO_vs_20240813T100254_LU.csv,TRIOS,HYPERPRO,15.645167999999998,36.854769999999995,15.644499999999999,36.85379999999999,0.12,2024-08-13T08:02:54Z,2024-08-13T07:49:00Z,14,321,1.5,41.3,13.5,39.6
LU,TRIOS_vs_HYPERPRO_vs_20240813T100254_LU.csv,HYPERPRO,TRIOS,15.644499999999999,36.85379999999999,15.645167999999998,36.854769999999995,0.12,2024-08-13T07:49:00Z,2024-08-13T08:02:54Z,14,321,0.67,99.4,-13.5,39.6
LU,TRIOS_vs_HYPERPRO_vs_20240814T100247_LU.csv,TRIOS,HYPERPRO,15.489222,37.584956999999996,15.485500000000002,37.581799999999994,0.48,2024-08-14T08:02:47Z,2024-08-14T08:11:00Z,8,321,1.51,42.9,1.4,36.8
LU,TRIOS_vs_HYPERPRO_vs_20240814T100247_LU.csv,HYPERPRO,TRIOS,15.485500000000002,37.581799999999994,15.489222,37.584956999999996,0.48,2024-08-14T08:11:00Z,2024-08-14T08:02:47Z,8,321,0.66,135,-1.4,36.8
LU,TRIOS_vs_HYPERPRO_vs_20240814T101309_LU.csv,TRIOS,HYPERPRO,15.48502,37.581365,15.485500000000002,37.581799999999994,0.06,2024-08-14T08:13:09Z,2024-08-14T08:11:00Z,2,321,1.54,43.3,10,41.6
LU,TRIOS_vs_HYPERPRO_vs_20240814T101309_LU.csv,HYPERPRO,TRIOS,15.485500000000002,37.581799999999994,15.48502,37.581365,0.06,2024-08-14T08:11:00Z,2024-08-14T08:13:09Z,2,321,0.65,112.7,-10,41.6
LU,TRIOS_vs_HYPERPRO_vs_20240814T102320_LU.csv,TRIOS,HYPERPRO,15.481237,37.578267,15.485500000000002,37.581799999999994,0.54,2024-08-14T08:23:20Z,2024-08-14T08:11:00Z,12,321,1.49,41.4,9.8,38.6
LU,TRIOS_vs_HYPERPRO_vs_20240814T102320_LU.csv,HYPERPRO,TRIOS,15.485500000000002,37.581799999999994,15.481237,37.578267,0.54,2024-08-14T08:11:00Z,2024-08-14T08:23:20Z,12,321,0.67,104.2,-9.8,38.6
LU,TRIOS_vs_HYPERPRO_vs_20240815T094524_LU.csv,TRIOS,HYPERPRO,15.3841,38.537472,15.381400000000001,38.535700000000006,0.31,2024-08-15T07:45:24Z,2024-08-15T08:00:00Z,15,321,1.49,39.5,19.8,38.6
LU,TRIOS_vs_HYPERPRO_vs_20240815T094524_LU.csv,HYPERPRO,TRIOS,15.381400000000001,38.535700000000006,15.3841,38.537472,0.31,2024-08-15T08:00:00Z,2024-08-15T07:45:24Z,15,321,0.67,79,-19.8,38.6
