var_name,file_name,sensor_X,sensor_Y,lon_X,lat_X,lon_Y,lat_Y,dist,dist_limit,dateTime_X,dateTime_Y,diff_time,diff_time_limit,n,Slope,Slope_log,Slope_II_low,Slope_II,Slope_II_high,Slope_II_int_low,Slope_II_int,Slope_II_int_high,Slope_II_p,Slope_II_slope_bias_sig,Slope_II_int_bias_sig,RMSE,MSA,MAPE,MRD_25,MRD_50,MRD_75,MARD_25,MARD_50,MARD_75,Bias_25,Bias_50,Bias_75,Error_25,Error_50,Error_75
RHOW,TRIOS_vs_S3A_V4_vs_20240808T065445_RHOW.csv,TRIOS,S3A,23.235899,36.072849,23.220301999999997,36.082162000000004,1.74,10,2024-08-08T08:54:45Z,2024-08-08T10:50:07Z,115,120,10,1.119,0.945,1.0684,1.121,1.1762,-8.66e-4,-1.41e-4,5.49e-4,NA,TRUE,FALSE,0.00232,0.001446,21.3737,0.071374,0.149428,0.243045,0.071374,0.149428,0.243045,7.1374,14.9137,24.2498,7.1374,14.9137,24.2498
RHOW,TRIOS_vs_S3A_V4_vs_20240808T065445_RHOW.csv,S3A,TRIOS,23.220301999999997,36.082162000000004,23.235899,36.072849,1.74,10,2024-08-08T10:50:07Z,2024-08-08T08:54:45Z,115,120,10,0.8905,1.0545,0.8502,0.8921,0.936,-5.14e-4,1.26e-4,7.36e-4,NA,TRUE,FALSE,0.00232,0.001446,15.7996,-0.194808,-0.129561,-0.066619,0.066619,0.129561,0.194808,-24.2498,-14.9137,-7.1374,7.1374,14.9137,24.2498
RHOW,TRIOS_vs_S3A_V4_vs_20240809T073934_RHOW.csv,TRIOS,S3A,22.400873,36.015972000000005,22.395764,36.019598,0.61,10,2024-08-09T09:39:34Z,2024-08-09T10:23:56Z,44,120,10,1.1153,0.9328,1.069,1.1169,1.167,-8.56e-4,-2.04e-4,4.19e-4,NA,TRUE,FALSE,0.002205,0.001317,23.7918,0.063362,0.136646,0.399262,0.063362,0.136646,0.399262,6.3328,13.6258,39.9181,6.3328,13.6258,39.9181
RHOW,TRIOS_vs_S3A_V4_vs_20240809T073934_RHOW.csv,S3A,TRIOS,22.395764,36.019598,22.400873,36.015972000000005,0.61,10,2024-08-09T10:23:56Z,2024-08-09T09:39:34Z,44,120,10,0.894,1.07,0.8569,0.8953,0.9354,-3.92e-4,1.83e-4,7.33e-4,NA,TRUE,FALSE,0.002205,0.001317,17.0463,-0.285254,-0.119618,-0.059526,0.059526,0.119618,0.285254,-39.9181,-13.6258,-6.3328,6.3328,13.6258,39.9181
RHOW,TRIOS_vs_S3A_V4_vs_20240815T094524_RHOW.csv,TRIOS,S3A,15.3841,38.537472,15.382093000000001,38.543366999999996,0.68,10,2024-08-15T11:45:24Z,2024-08-15T11:08:48Z,37,120,10,0.8749,0.818,0.8509,0.8754,0.9006,-2e-6,2.69e-4,5.33e-4,NA,TRUE,FALSE,0.001747,0.001239,51.2841,-0.112081,-0.05818,1.06805,0.095003,0.13019,1.06805,-12.6383,-6.2095,106.02,10.5126,14.9677,106.02
RHOW,TRIOS_vs_S3A_V4_vs_20240815T094524_RHOW.csv,S3A,TRIOS,15.382093000000001,38.543366999999996,15.3841,38.537472,0.68,10,2024-08-15T11:08:48Z,2024-08-15T11:45:24Z,37,120,10,1.1416,1.218,1.1103,1.1423,1.1753,-6.26e-4,-3.08e-4,2e-6,NA,TRUE,FALSE,0.001747,0.001239,27.6091,-0.51263,0.062415,0.126535,0.105277,0.149677,0.51263,-106.02,6.2095,12.6383,10.5126,14.9677,106.02
RHOW,TRIOS_vs_S3B_V4_vs_20240808T065445_RHOW.csv,TRIOS,S3B,23.235899,36.072849,23.216868000000005,36.082168,2,10,2024-08-08T08:54:45Z,2024-08-08T10:11:23Z,77,120,10,1.0952,0.9999,1.0496,1.0968,1.1462,-9.37e-4,-2.89e-4,3.32e-4,NA,TRUE,FALSE,0.001788,9.84e-4,6.8696,0.015493,0.062019,0.08441,0.016611,0.062019,0.08441,1.5491,6.2004,8.4368,1.68,6.2004,8.4368
RHOW,TRIOS_vs_S3B_V4_vs_20240808T065445_RHOW.csv,S3B,TRIOS,23.216868000000005,36.082168,23.235899,36.072849,2,10,2024-08-08T10:11:23Z,2024-08-08T08:54:45Z,77,120,10,0.9104,0.9991,0.8724,0.9117,0.9528,-3.16e-4,2.63e-4,8.18e-4,NA,TRUE,FALSE,0.001788,9.84e-4,6.1285,-0.077768,-0.05837,-0.015252,0.01671,0.05837,0.077768,-8.4368,-6.2004,-1.5491,1.68,6.2004,8.4368
RHOW,TRIOS_vs_S3B_V4_vs_20240813T080811_RHOW.csv,TRIOS,S3B,15.549608,36.816708,15.549123999999999,36.82366,0.78,10,2024-08-13T10:08:11Z,2024-08-13T11:22:25Z,74,120,10,1.4159,0.5651,1.3515,1.4184,1.4887,0.0028769999999999998,0.003737,0.004556,NA,TRUE,TRUE,0.010347,0.008857,361.366,0.590395,1.304399,7.787592,0.590395,1.304399,7.787592,59.0386,126.7254,774.3524,59.0386,126.7254,774.3524
RHOW,TRIOS_vs_S3B_V4_vs_20240813T080811_RHOW.csv,S3B,TRIOS,15.549123999999999,36.82366,15.549608,36.816708,0.78,10,2024-08-13T11:22:25Z,2024-08-13T10:08:11Z,74,120,10,0.7038,1.7483,0.6717,0.705,0.7399,-0.003371,-0.002635,-0.001933,NA,TRUE,TRUE,0.010347,0.008857,60.6315,-0.885006,-0.551712,-0.371218,0.371218,0.551712,0.885006,-774.3524,-126.7254,-59.0386,59.0386,126.7254,774.3524
