var_name,file_name,sensor_X,sensor_Y,lon_X,lat_X,lon_Y,lat_Y,dist,dist_limit,dateTime_X,dateTime_Y,diff_time,diff_time_limit,n,Slope,Slope_log,Slope_II_low,Slope_II,Slope_II_high,Slope_II_int_low,Slope_II_int,Slope_II_int_high,Slope_II_p,Slope_II_slope_bias_sig,Slope_II_int_bias_sig,RMSE,MSA,MAPE,MRD_25,MRD_50,MRD_75,MARD_25,MARD_50,MARD_75,Bias_25,Bias_50,Bias_75,Error_25,Error_50,Error_75
RHOW,TRIOS_vs_PACE_V2_vs_20240813T092834_RHOW.csv,TRIOS,PACE_V2,15.642878999999999,36.851138,15.623127999999998,36.835953,2.44,10,2024-08-13T11:28:34Z,2024-08-13T13:30:41Z,122,120,321,0.9861,0.8038,0.9821,0.9871,0.9922,8.08e-4,8.72e-4,9.36e-4,NA,TRUE,TRUE,9.55e-4,7.92e-4,75.1514,0.024409,0.250272,1.174785,0.036851,0.272053,1.174785,2.4409,25.0272,117.4785,3.7065,27.2053,120.2731
RHOW,TRIOS_vs_PACE_V2_vs_20240813T092834_RHOW.csv,PACE_V2,TRIOS,15.623127999999998,36.835953,15.642878999999999,36.851138,2.44,10,2024-08-13T13:30:41Z,2024-08-13T11:28:34Z,122,120,321,1.0119,1.212,1.0078,1.013,1.0183,-9.53e-4,-8.83e-4,-8.14e-4,NA,TRUE,TRUE,9.55e-4,7.92e-4,28.9475,-0.540184,-0.200174,-0.023827,0.03574,0.213869,0.550073,-117.4785,-25.0272,-2.4409,3.7065,27.2053,120.2731
RHOW,TRIOS_vs_PACE_V2_vs_20240813T141327_RHOW.csv,TRIOS,PACE_V2,15.331060999999998,37.19951800000001,15.367277,37.133004,8.07,10,2024-08-13T16:13:27Z,2024-08-13T13:30:41Z,163,120,311,0.9895,1.3655,0.9848,0.9912,0.9976,-3.62e-4,-2.78e-4,-1.95e-4,NA,TRUE,TRUE,8.1e-4,6.23e-4,22.8935,-0.547442,-0.028094,0.011882,0.024917,0.041855,0.547442,-120.9988,-2.8906,1.1882,2.5346,4.1887,120.9988
RHOW,TRIOS_vs_PACE_V2_vs_20240813T141327_RHOW.csv,PACE_V2,TRIOS,15.367277,37.133004,15.331060999999998,37.19951800000001,8.07,10,2024-08-13T13:30:41Z,2024-08-13T16:13:27Z,163,120,311,1.0072,0.6915,1.0024,1.0089,1.0154,1.98e-4,2.8e-4,3.62e-4,NA,TRUE,TRUE,8.1e-4,6.23e-4,118.7242,-0.011743,0.028906,1.210314,0.025016,0.040881,1.210314,-1.1882,2.8906,120.9988,2.5346,4.1887,120.9988
RHOW,TRIOS_vs_PACE_V2_vs_20240814T082814_RHOW.csv,TRIOS,PACE_V2,15.474447000000001,37.565813000000006,15.489206000000001,37.56272800000001,1.35,10,2024-08-14T10:28:14Z,2024-08-14T12:31:54Z,124,120,228,0.8681,1.1749,0.86240000000000006,0.8842,0.9064,-5.28e-4,-1.58e-4,2.02e-4,NA,TRUE,FALSE,0.003203,0.002168,19.2481,-0.210873,-0.138602,-0.046491,0.051154,0.147203,0.230856,-26.7226,-16.0908,-4.8758,5.3912,17.2614,30.0148
RHOW,TRIOS_vs_PACE_V2_vs_20240814T082814_RHOW.csv,PACE_V2,TRIOS,15.489206000000001,37.56272800000001,15.474447000000001,37.565813000000006,1.35,10,2024-08-14T12:31:54Z,2024-08-14T10:28:14Z,124,120,228,1.1104,0.7821,1.1032,1.131,1.1595,-2.35e-4,1.79e-4,5.83e-4,NA,TRUE,FALSE,0.003203,0.002168,44.7007,0.048758,0.160912,0.267228,0.053912,0.172616,0.300151,4.8758,16.0908,26.7226,5.3912,17.2614,30.0148
RHOW,TRIOS_vs_PACE_V30_vs_20240814T082814_RHOW.csv,TRIOS,PACE_V30,15.474447000000001,37.565813000000006,15.486364,37.563860999999996,1.07,10,2024-08-14T10:28:14Z,2024-08-14T12:31:54Z,124,120,233,1.0478,1.5123,1.043,1.0487,1.0543,-0.002158,-0.002066,-0.001975,NA,TRUE,TRUE,0.001472,0.001301,23.3617,-0.358783,-0.074021,-0.024342,0.024933,0.074021,0.358783,-55.9534,-7.9938,-2.4949,2.5571,7.9938,55.9534
RHOW,TRIOS_vs_PACE_V30_vs_20240814T082814_RHOW.csv,PACE_V30,TRIOS,15.486364,37.563860999999996,15.474447000000001,37.565813000000006,1.07,10,2024-08-14T12:31:54Z,2024-08-14T10:28:14Z,124,120,233,0.9528,0.627,0.9485,0.9536,0.9587,0.001893,0.00197,0.002047,NA,TRUE,TRUE,0.001472,0.001301,108.6342,0.024949,0.079938,0.559534,0.025155,0.079938,0.559534,2.4949,7.9938,55.9534,2.5571,7.9938,55.9534
RHOW,TRIOS_vs_PACE_V30_vs_20240814T115503_RHOW.csv,TRIOS,PACE_V30,15.509195,37.71812800000001,15.56662,37.863623,16.97,10,2024-08-14T13:55:03Z,2024-08-14T14:05:12Z,10,120,216,0.699,1.7567,0.6932,0.7091,0.7253,-0.002864,-0.002531,-0.002205,NA,TRUE,TRUE,0.009283,0.008491,49.8743,-0.596257,-0.427376,-0.340574,0.340574,0.427376,0.596257,-147.6872,-74.6352,-51.647,51.647,74.6352,147.6872
RHOW,TRIOS_vs_PACE_V30_vs_20240814T115503_RHOW.csv,PACE_V30,TRIOS,15.56662,37.863623,15.509195,37.71812800000001,16.97,10,2024-08-14T14:05:12Z,2024-08-14T13:55:03Z,10,120,216,1.3902,0.5038,1.3786,1.4102,1.4426,0.003181,0.003569,0.003948,NA,TRUE,TRUE,0.009283,0.008491,411.5209,0.516471,0.746357,1.476921,0.516471,0.746357,1.476921,51.647,74.6352,147.6872,51.647,74.6352,147.6872
