var_name,sensor_X,sensor_Y,wavelength,n_clean,n_no_out,n_w_nm,n_w_nm_clean,Slope,Slope_log,Slope_II_low,Slope_II,Slope_II_high,Slope_II_int_low,Slope_II_int,Slope_II_int_high,Slope_II_p,Slope_II_slope_bias_sig,Slope_II_int_bias_sig,RMSE,MSA,MAPE,MRD_25,MRD_50,MRD_75,MARD_25,MARD_50,MARD_75,Bias_25,Bias_50,Bias_75,Error_25,Error_50,Error_75
LU,HYPERNETS,TRIOS,462,55,46,46,46,0.8432,0.8695,0.8087,0.8962,0.9931,0.331065,1.671277,2.880668,NA,TRUE,TRUE,1.20124,0.859069,6.65,-0.006132,0.022314,0.051779,0.020044,0.03797,0.088144,-0.6175,2.2313,5.1777,2.02,3.7941,9.4675
LU,TRIOS,HYPERNETS,462,55,46,46,46,1.0499,1.0073,1.0069,1.1159,1.2366,-3.5621,-1.864897,-0.33336,NA,TRUE,TRUE,1.20124,0.859069,6.3089,-0.049227,-0.021826,0.00618,0.020093,0.036527,0.09302,-5.1777,-2.2313,0.6175,2.02,3.7941,9.4675
LU,HYPERNETS,TRIOS,463,55,46,46,46,0.8412,0.8684,0.8068,0.8942,0.9911,0.337619,1.673437,2.878705,NA,TRUE,TRUE,1.196891,0.845905,6.567,-0.008151,0.020132,0.049423,0.018886,0.036059,0.088873,-0.8224,2.0132,4.9422,1.9002,3.6037,9.563
LU,TRIOS,HYPERNETS,463,55,46,46,46,1.052,1.0078,1.009,1.1183,1.2394,-3.567907,-1.87138,-0.340656,NA,TRUE,TRUE,1.196891,0.845905,6.2387,-0.047093,-0.019734,0.008231,0.018739,0.034762,0.094044,-4.9422,-2.0132,0.8224,1.9002,3.6037,9.563
LU,HYPERNETS,TRIOS,464,55,46,46,46,0.844,0.8688,0.8095,0.8973,0.9945,0.336357,1.668087,2.869552,NA,TRUE,TRUE,1.19688,0.862108,6.7514,-0.003816,0.021856,0.054359,0.020796,0.040741,0.089533,-0.3835,2.1856,5.4358,2.0796,4.0716,9.3651
LU,TRIOS,HYPERNETS,464,55,46,46,46,1.0484,1.0079,1.0055,1.1145,1.2353,-3.544895,-1.8591,-0.338204,NA,TRUE,TRUE,1.19688,0.862108,6.3743,-0.051554,-0.021389,0.003839,0.020372,0.039101,0.091773,-5.4358,-2.1856,0.3835,2.0796,4.0716,9.3651
LU,HYPERNETS,TRIOS,465,55,46,46,46,0.8516,0.8697,0.8167,0.9052,1.0033,0.338141,1.663602,2.859479,NA,FALSE,TRUE,1.210958,0.915793,7.2936,0.004407,0.033049,0.062454,0.027289,0.044952,0.094411,0.4404,3.3049,6.2454,2.7288,4.588,9.5211
LU,TRIOS,HYPERNETS,465,55,46,46,46,1.0392,1.0068,0.9967,1.1047,1.2244,-3.501116,-1.837759,-0.337021,NA,FALSE,TRUE,1.210958,0.915793,6.8052,-0.058782,-0.031992,-0.004381,0.026562,0.044906,0.088607,-6.2454,-3.3049,-0.4404,2.7288,4.588,9.5211
LU,HYPERNETS,TRIOS,466,55,46,46,46,0.8539,0.869,0.819,0.9079,1.0065,0.332649,1.65199,2.842097,NA,FALSE,TRUE,1.213227,0.925496,7.4517,0.008877,0.036513,0.065874,0.033713,0.047704,0.09329,0.8877,3.6513,6.5873,3.3713,4.7704,9.5737
LU,TRIOS,HYPERNETS,466,55,46,46,46,1.0358,1.0072,0.9935,1.1014,1.221,-3.470222,-1.819511,-0.330493,NA,FALSE,TRUE,1.213227,0.925496,6.9191,-0.061802,-0.035227,-0.008798,0.032614,0.045532,0.088763,-6.5873,-3.6513,-0.8877,3.3713,4.7704,9.5737
LU,HYPERNETS,TRIOS,467,55,46,46,46,0.8503,0.8663,0.8158,0.905,1.0039,0.357663,1.673443,2.859539,NA,FALSE,TRUE,1.212805,0.922016,7.4744,0.006699,0.035264,0.064871,0.03108,0.04675,0.096077,0.6696,3.5264,6.4871,3.108,4.6749,9.781
LU,TRIOS,HYPERNETS,467,55,46,46,46,1.0383,1.0086,0.9961,1.105,1.2259,-3.505377,-1.849209,-0.356275,NA,FALSE,TRUE,1.212805,0.922016,6.9471,-0.060919,-0.034062,-0.006648,0.030143,0.04466,0.090452,-6.4871,-3.5264,-0.6696,3.108,4.6749,9.781
LU,HYPERNETS,TRIOS,468,55,46,46,46,0.8462,0.8637,0.8119,0.9011,1.0002,0.376953,1.687909,2.869027,NA,FALSE,TRUE,1.206098,0.905826,7.3862,0.003898,0.034707,0.06484,0.027943,0.044181,0.09725,0.3894,3.4706,6.4838,2.7943,4.418,9.8558
LU,TRIOS,HYPERNETS,468,55,46,46,46,1.042,1.0097,0.9998,1.1097,1.2317,-3.533775,-1.873088,-0.376878,NA,FALSE,TRUE,1.206098,0.905826,6.8798,-0.060888,-0.033542,-0.003875,0.027184,0.042311,0.09153,-6.4838,-3.4706,-0.3894,2.7943,4.418,9.8558
LU,HYPERNETS,TRIOS,469,55,46,46,46,0.8441,0.8626,0.81,0.8992,0.9983,0.385213,1.689316,2.863988,NA,TRUE,TRUE,1.198554,0.896258,7.3501,0.001902,0.033849,0.064486,0.026477,0.043741,0.096581,0.1899,3.3849,6.4485,2.6477,4.374,9.7594
LU,TRIOS,HYPERNETS,469,55,46,46,46,1.0439,1.0098,1.0017,1.1121,1.2346,-3.535939,-1.878665,-0.385873,NA,TRUE,TRUE,1.198554,0.896258,6.854,-0.060579,-0.032741,-0.001892,0.025794,0.041907,0.090716,-6.4485,-3.3849,-0.1899,2.6477,4.374,9.7594
LU,HYPERNETS,TRIOS,470,55,46,46,46,0.8427,0.8631,0.8088,0.8984,0.998,0.36587,1.6698,2.84365,NA,TRUE,TRUE,1.190899,0.885504,7.2676,-6.13e-4,0.03144,0.062799,0.026585,0.04322,0.093241,-0.0616,3.1439,6.2798,2.6585,4.3218,9.5075
LU,TRIOS,HYPERNETS,470,55,46,46,46,1.0441,1.0084,1.002,1.1131,1.2364,-3.515946,-1.858612,-0.366614,NA,TRUE,TRUE,1.190899,0.885504,6.7989,-0.059087,-0.030481,6.19e-4,0.025896,0.041426,0.08924,-6.2798,-3.1439,0.0616,2.6585,4.3218,9.5075
LU,HYPERNETS,TRIOS,471,55,46,46,46,0.8377,0.8619,0.8041,0.8935,0.9929,0.372081,1.671062,2.840007,NA,TRUE,TRUE,1.179224,0.860541,7.0495,-0.004759,0.026931,0.05757,0.023663,0.040236,0.091507,-0.4783,2.6931,5.757,2.3673,4.1018,9.5717
LU,TRIOS,HYPERNETS,471,55,46,46,46,1.0493,1.0086,1.0072,1.1192,1.2437,-3.532101,-1.870241,-0.374743,NA,TRUE,TRUE,1.179224,0.860541,6.6437,-0.054436,-0.026224,0.004784,0.023469,0.040184,0.093756,-5.757,-2.6931,0.4783,2.3673,4.1018,9.5717
LU,HYPERNETS,TRIOS,472,55,46,46,46,0.8335,0.8606,0.8001,0.8891,0.9881,0.380082,1.672147,2.834778,NA,TRUE,TRUE,1.169403,0.83634,6.8462,-0.009331,0.022857,0.052711,0.021541,0.0379,0.092474,-0.942,2.2857,5.271,2.1541,3.7899,9.9668
LU,TRIOS,HYPERNETS,472,55,46,46,46,1.0544,1.0096,1.012,1.1247,1.2499,-3.543171,-1.880636,-0.384649,NA,TRUE,TRUE,1.169403,0.83634,6.4918,-0.050071,-0.022346,0.009422,0.021087,0.036514,0.097831,-5.271,-2.2857,0.942,2.1541,3.7899,9.9668
LU,HYPERNETS,TRIOS,473,55,46,46,46,0.8301,0.859,0.7968,0.8855,0.9842,0.391108,1.675972,2.83203,NA,TRUE,TRUE,1.163147,0.817769,6.7018,-0.013448,0.020666,0.049763,0.020338,0.0353,0.095174,-1.3633,2.0666,4.9762,2.0338,3.53,10.3082
LU,TRIOS,HYPERNETS,473,55,46,46,46,1.0585,1.0109,1.0161,1.1293,1.2551,-3.554418,-1.892604,-0.397385,NA,TRUE,TRUE,1.163147,0.817769,6.3837,-0.047402,-0.020247,0.013635,0.019933,0.034097,0.102203,-4.9762,-2.0666,1.3633,2.0338,3.53,10.3082
LU,HYPERNETS,TRIOS,474,55,46,46,46,0.8279,0.8578,0.7948,0.8836,0.9823,0.399555,1.679658,2.831119,NA,TRUE,TRUE,1.160642,0.812353,6.6767,-0.014503,0.02061,0.049308,0.020534,0.034371,0.096065,-1.472,2.061,4.9307,2.0534,3.4371,10.4438
LU,TRIOS,HYPERNETS,474,55,46,46,46,1.0605,1.0115,1.018,1.1318,1.2582,-3.562147,-1.900986,-0.406761,NA,TRUE,TRUE,1.160642,0.812353,6.3747,-0.046989,-0.020194,0.014724,0.02012,0.033229,0.104488,-4.9307,-2.061,1.472,2.0534,3.4371,10.4438
LU,HYPERNETS,TRIOS,475,55,46,46,46,0.8271,0.8552,0.7942,0.8834,0.9827,0.435522,1.713326,2.862025,NA,TRUE,TRUE,1.168861,0.834413,6.9103,-0.012097,0.025962,0.053845,0.022122,0.037275,0.09426,-1.2258,2.5962,5.3844,2.2484,3.7275,10.1954
LU,TRIOS,HYPERNETS,475,55,46,46,46,1.0598,1.0129,1.0176,1.1319,1.2592,-3.603781,-1.939398,-0.443179,NA,TRUE,TRUE,1.168861,0.834413,6.5596,-0.051093,-0.025305,0.01227,0.022351,0.035935,0.100305,-5.3844,-2.5962,1.2258,2.2484,3.7275,10.1954
LU,HYPERNETS,TRIOS,476,55,46,46,46,0.8262,0.8547,0.7934,0.8831,0.983,0.436448,1.715427,2.864486,NA,TRUE,TRUE,1.171197,0.840908,6.9841,-0.010989,0.026835,0.054095,0.022376,0.037792,0.095188,-1.1125,2.6835,5.4095,2.2751,3.7792,10.308
LU,TRIOS,HYPERNETS,476,55,46,46,46,1.0594,1.0121,1.0173,1.1324,1.2604,-3.610378,-1.942484,-0.444015,NA,TRUE,TRUE,1.171197,0.840908,6.6352,-0.051319,-0.026134,0.011138,0.02262,0.036415,0.102024,-5.4095,-2.6835,1.1125,2.2751,3.7792,10.308
LU,HYPERNETS,TRIOS,477,55,46,46,46,0.8233,0.8536,0.7908,0.8806,0.9807,0.439157,1.718029,2.866402,NA,TRUE,TRUE,1.170999,0.834247,6.9305,-0.013813,0.024239,0.051983,0.022213,0.036899,0.097491,-1.4019,2.4239,5.1983,2.2323,3.6899,10.6321
LU,TRIOS,HYPERNETS,477,55,46,46,46,1.0616,1.012,1.0197,1.1355,1.2646,-3.624823,-1.950906,-0.447798,NA,TRUE,TRUE,1.170999,0.834247,6.6066,-0.049414,-0.023665,0.01403,0.021836,0.035586,0.106377,-5.1983,-2.4239,1.4019,2.2323,3.6899,10.6321
LU,HYPERNETS,TRIOS,478,55,46,46,46,0.8202,0.8529,0.7879,0.8776,0.9775,0.439737,1.715286,2.860432,NA,TRUE,TRUE,1.167546,0.8172,6.7838,-0.0169,0.020374,0.049451,0.020152,0.034357,0.099846,-1.7199,2.0374,4.9451,2.0283,3.4925,11.0979
LU,TRIOS,HYPERNETS,478,55,46,46,46,1.065,1.0122,1.023,1.1395,1.2693,-3.630664,-1.954587,-0.449858,NA,TRUE,TRUE,1.167546,0.8172,6.4982,-0.047121,-0.019967,0.017208,0.019881,0.034313,0.109788,-4.9451,-2.0374,1.7199,2.0283,3.4925,11.0979
LU,HYPERNETS,TRIOS,479,55,46,46,46,0.8133,0.8521,0.7813,0.8704,0.9697,0.431846,1.697282,2.833146,NA,TRUE,TRUE,1.161637,0.783022,6.4662,-0.025434,0.012085,0.039889,0.015629,0.035293,0.106953,-2.6105,1.2085,3.9889,1.5629,3.5783,11.7792
LU,TRIOS,HYPERNETS,479,55,46,46,46,1.0735,1.0123,1.0312,1.1488,1.2799,-3.626142,-1.949917,-0.445325,NA,TRUE,TRUE,1.161637,0.783022,6.2842,-0.038359,-0.011941,0.026112,0.015388,0.035037,0.107679,-3.9889,-1.2085,2.6105,1.5629,3.5783,11.7792
LU,HYPERNETS,TRIOS,480,55,46,46,46,0.8068,0.8507,0.7751,0.8637,0.9625,0.429921,1.68502,2.81136,NA,TRUE,TRUE,1.164805,0.770343,6.3088,-0.032867,0.004348,0.032456,0.012397,0.032637,0.11244,-3.3988,0.4348,3.2456,1.2397,3.2637,11.5184
LU,TRIOS,HYPERNETS,480,55,46,46,46,1.0815,1.0131,1.039,1.1578,1.2901,-3.627,-1.950868,-0.446687,NA,TRUE,TRUE,1.164805,0.770343,6.216,-0.031436,-0.004329,0.033992,0.012245,0.031605,0.108992,-3.2456,-0.4348,3.3988,1.2397,3.2637,11.5184
LU,HYPERNETS,TRIOS,481,55,46,46,46,0.8016,0.8496,0.7701,0.8583,0.9567,0.437026,1.680702,2.796561,NA,TRUE,TRUE,1.169796,0.766377,6.2468,-0.037076,-7.31e-4,0.027075,0.009948,0.030033,0.109204,-3.8505,-0.0732,2.7074,0.9978,3.0033,11.4041
LU,TRIOS,HYPERNETS,481,55,46,46,46,1.088,1.0139,1.0453,1.165,1.2985,-3.631272,-1.958064,-0.45682,NA,TRUE,TRUE,1.169796,0.766377,6.2222,-0.02636,7.32e-4,0.038507,0.00991,0.029157,0.106482,-2.7074,0.0732,3.8505,0.9978,3.0033,11.4041
LU,HYPERNETS,TRIOS,482,55,46,46,46,0.7994,0.8505,0.7683,0.8574,0.9568,0.400005,1.641579,2.75419,NA,TRUE,TRUE,1.168738,0.759942,6.2373,-0.038787,-0.001713,0.022478,0.012334,0.027517,0.110575,-4.0357,-0.1716,2.2478,1.2488,2.7841,11.9801
LU,TRIOS,HYPERNETS,482,55,46,46,46,1.0873,1.0088,1.0452,1.1663,1.3015,-3.584556,-1.914582,-0.41807,NA,TRUE,TRUE,1.168738,0.759942,6.2504,-0.021983,0.001716,0.040362,0.012489,0.027412,0.106975,-2.2478,0.1716,4.0357,1.2488,2.7841,11.9801
LU,HYPERNETS,TRIOS,483,55,46,46,46,0.7989,0.8488,0.7679,0.8572,0.9568,0.403291,1.627996,2.725212,NA,TRUE,TRUE,1.152729,0.751284,6.2586,-0.036747,-4.87e-4,0.023977,0.01113,0.026692,0.112056,-3.815,-0.0488,2.3977,1.1164,2.7091,11.9225
LU,TRIOS,HYPERNETS,483,55,46,46,46,1.0873,1.0112,1.0452,1.1666,1.3022,-3.548742,-1.899274,-0.421515,NA,TRUE,TRUE,1.152729,0.751284,6.2682,-0.023416,4.88e-4,0.03815,0.011075,0.026775,0.106519,-2.3977,0.0488,3.815,1.1164,2.7091,11.9225
LU,HYPERNETS,TRIOS,484,55,46,46,46,0.8115,0.8479,0.7801,0.8708,0.9719,0.43013,1.632587,2.709891,NA,TRUE,TRUE,1.106886,0.75951,6.6976,-0.019259,0.019239,0.043174,0.01983,0.033051,0.108927,-1.9645,1.9239,4.3174,1.983,3.3665,12.2285
LU,TRIOS,HYPERNETS,484,55,46,46,46,1.0703,1.0131,1.0289,1.1484,1.2818,-3.473657,-1.874909,-0.44256,NA,TRUE,TRUE,1.106886,0.75951,6.4736,-0.041387,-0.018876,0.019653,0.019445,0.033182,0.115802,-4.3174,-1.9239,1.9645,1.983,3.3665,12.2285
LU,HYPERNETS,TRIOS,485,55,46,46,46,0.8437,0.8478,0.8109,0.9049,1.0098,0.420718,1.607759,2.671524,NA,FALSE,TRUE,1.16369,0.932957,8.8961,0.020134,0.058466,0.084002,0.047484,0.066013,0.089297,2.0134,5.8465,8.4002,4.748,6.6013,9.7178
LU,TRIOS,HYPERNETS,485,55,46,46,46,1.0303,1.0135,0.9903,1.1051,1.2331,-3.294387,-1.77671,-0.416646,NA,FALSE,TRUE,1.16369,0.932957,8.1047,-0.077492,-0.055235,-0.019736,0.045325,0.063658,0.095794,-8.4002,-5.8465,-2.0134,4.748,6.6013,9.7178
LU,HYPERNETS,TRIOS,486,55,46,46,46,0.8462,0.8468,0.8135,0.9081,1.0138,0.430427,1.606775,2.660535,NA,FALSE,TRUE,1.177941,0.961819,9.32,0.025845,0.064658,0.089255,0.055774,0.071606,0.095823,2.5841,6.4657,8.9255,5.6634,7.1606,9.6104
LU,TRIOS,HYPERNETS,486,55,46,46,46,1.0261,1.0141,0.9864,1.1012,1.2293,-3.270576,-1.769361,-0.424588,NA,FALSE,TRUE,1.177941,0.961819,8.437,-0.081942,-0.06073,-0.025187,0.053758,0.066822,0.094539,-8.9255,-6.4657,-2.5841,5.6634,7.1606,9.6104
LU,HYPERNETS,TRIOS,487,55,46,46,46,0.8356,0.8455,0.8035,0.8975,1.0026,0.428029,1.59743,2.644277,NA,FALSE,TRUE,1.128706,0.888521,8.5796,0.014708,0.053536,0.079005,0.045073,0.062789,0.096829,1.4703,5.3535,7.9004,4.5071,6.2786,10.5298
LU,TRIOS,HYPERNETS,487,55,46,46,46,1.0372,1.0134,0.9974,1.1142,1.2446,-3.291058,-1.779796,-0.426915,NA,FALSE,TRUE,1.128706,0.888521,7.8797,-0.07322,-0.050815,-0.014486,0.043125,0.059074,0.102726,-7.9004,-5.3535,-1.4703,4.5071,6.2786,10.5298
LU,HYPERNETS,TRIOS,488,55,46,46,46,0.8235,0.844,0.7921,0.8854,0.9897,0.435175,1.596582,2.635576,NA,TRUE,TRUE,1.092206,0.823558,7.8826,0.002897,0.041581,0.068197,0.036637,0.050699,0.102733,0.2892,4.1581,6.8197,3.7008,5.0695,10.5228
LU,TRIOS,HYPERNETS,488,55,46,46,46,1.0505,1.0133,1.0104,1.1294,1.2625,-3.32739,-1.803217,-0.439692,NA,TRUE,TRUE,1.092206,0.823558,7.3699,-0.063842,-0.039921,-0.002879,0.035876,0.048245,0.102571,-6.8197,-4.1581,-0.2892,3.7008,5.0695,10.5228
LU,HYPERNETS,TRIOS,489,55,46,46,46,0.8118,0.8421,0.781,0.8733,0.9766,0.439075,1.589245,2.617779,NA,TRUE,TRUE,1.06941,0.766367,7.2413,-0.009117,0.030198,0.054802,0.027838,0.041321,0.104598,-0.9206,3.0198,5.4801,2.7838,4.132,11.6841
LU,TRIOS,HYPERNETS,489,55,46,46,46,1.0644,1.0145,1.0239,1.145,1.2804,-3.351923,-1.819736,-0.449586,NA,TRUE,TRUE,1.06941,0.766367,6.9085,-0.051952,-0.029313,0.00921,0.027084,0.03968,0.116865,-5.4801,-3.0198,0.9206,2.7838,4.132,11.6841
LU,HYPERNETS,TRIOS,490,55,46,46,46,0.8039,0.8411,0.7734,0.8652,0.9677,0.418951,1.559331,2.578812,NA,TRUE,TRUE,1.060031,0.722666,6.7684,-0.020258,0.01945,0.041335,0.019875,0.032747,0.115654,-2.0679,1.9449,4.1334,1.9875,3.3247,12.9651
LU,TRIOS,HYPERNETS,490,55,46,46,46,1.074,1.0148,1.0333,1.1559,1.2929,-3.334247,-1.802378,-0.432913,NA,TRUE,TRUE,1.060031,0.722666,6.5708,-0.039692,-0.019078,0.020682,0.019488,0.032677,0.117812,-4.1334,-1.9449,2.0679,1.9875,3.3247,12.9651
LU,HYPERNETS,TRIOS,491,55,46,46,46,0.7965,0.8396,0.7665,0.8578,0.9599,0.410241,1.540961,2.551361,NA,TRUE,TRUE,1.063077,0.703095,6.5311,-0.028496,0.01049,0.031733,0.013833,0.030943,0.118722,-2.9332,1.049,3.1731,1.3957,3.1374,12.6543
LU,TRIOS,HYPERNETS,491,55,46,46,46,1.0826,1.0155,1.0418,1.1658,1.3046,-3.328585,-1.79646,-0.427369,NA,TRUE,TRUE,1.063077,0.703095,6.4418,-0.030753,-0.010381,0.029332,0.013889,0.03085,0.113763,-3.1731,-1.049,2.9332,1.3957,3.1374,12.6543
LU,HYPERNETS,TRIOS,492,55,46,46,46,0.7932,0.8372,0.7637,0.8556,0.9587,0.449754,1.570922,2.571593,NA,TRUE,TRUE,1.062942,0.715006,6.7465,-0.02712,0.014927,0.041041,0.017361,0.033453,0.122174,-2.7877,1.4927,4.1034,1.744,3.4003,13.0087
LU,TRIOS,HYPERNETS,492,55,46,46,46,1.0834,1.0143,1.0431,1.1687,1.3095,-3.36743,-1.835995,-0.469151,NA,TRUE,TRUE,1.062942,0.715006,6.65,-0.03941,-0.014708,0.027879,0.01722,0.033434,0.120384,-4.1034,-1.4927,2.7877,1.744,3.4003,13.0087
LU,HYPERNETS,TRIOS,493,55,46,46,46,0.7852,0.8343,0.7561,0.8472,0.9494,0.469309,1.573112,2.558138,NA,TRUE,TRUE,1.068671,0.701199,6.5757,-0.034839,0.007945,0.034166,0.011409,0.036095,0.12047,-3.6097,0.7945,3.4153,1.1408,3.6734,12.702
LU,TRIOS,HYPERNETS,493,55,46,46,46,1.0939,1.0177,1.0533,1.1803,1.3227,-3.383528,-1.856785,-0.49433,NA,TRUE,TRUE,1.068671,0.701199,6.5723,-0.033014,-0.007882,0.036097,0.011279,0.036072,0.112699,-3.4153,-0.7945,3.6097,1.1408,3.6734,12.702
LU,HYPERNETS,TRIOS,494,55,46,46,46,0.7774,0.8318,0.7488,0.8399,0.942,0.454457,1.551455,2.529517,NA,TRUE,TRUE,1.086673,0.698472,6.4791,-0.043937,7.61e-4,0.023796,0.010821,0.030468,0.11552,-4.5957,0.0761,2.3786,1.0906,3.0467,11.5515
LU,TRIOS,HYPERNETS,494,55,46,46,46,1.1021,1.018,1.0616,1.1907,1.3355,-3.378044,-1.847256,-0.482437,NA,TRUE,TRUE,1.086673,0.698472,6.5864,-0.023224,-7.6e-4,0.045957,0.010873,0.029566,0.103549,-2.3786,-0.0761,4.5957,1.0906,3.0467,11.5515
LU,HYPERNETS,TRIOS,495,55,46,46,46,0.7742,0.8306,0.7459,0.8372,0.9396,0.467063,1.551367,2.517508,NA,TRUE,TRUE,1.083995,0.692888,6.4917,-0.042893,4.85e-4,0.023087,0.007901,0.032131,0.110158,-4.4816,0.0484,2.3081,0.7941,3.2131,11.0147
LU,TRIOS,HYPERNETS,495,55,46,46,46,1.1046,1.0175,1.0643,1.1945,1.3406,-3.37497,-1.853117,-0.49711,NA,TRUE,TRUE,1.083995,0.692888,6.6165,-0.022554,-4.84e-4,0.044816,0.007919,0.031131,0.100334,-2.3081,-0.0484,4.4816,0.7941,3.2131,11.0147
LU,HYPERNETS,TRIOS,496,55,46,46,46,0.7708,0.8288,0.743,0.8348,0.9378,0.480263,1.555031,2.511703,NA,TRUE,TRUE,1.082353,0.692914,6.5704,-0.043136,0.001232,0.02795,0.010239,0.036095,0.103784,-4.5081,0.1232,2.7942,1.0277,3.6095,10.4061
LU,TRIOS,HYPERNETS,496,55,46,46,46,1.1061,1.0173,1.0663,1.198,1.3458,-3.380344,-1.862859,-0.512115,NA,TRUE,TRUE,1.082353,0.692914,6.7048,-0.027175,-0.001231,0.045081,0.010196,0.034838,0.099793,-2.7942,-0.1232,4.5081,1.0277,3.6095,10.4061
LU,HYPERNETS,TRIOS,497,55,46,46,46,0.7788,0.8282,0.7512,0.8449,0.9503,0.466929,1.536063,2.486613,NA,TRUE,TRUE,1.047112,0.701156,6.9595,-0.031567,0.013431,0.039618,0.017778,0.03516,0.11341,-3.2596,1.3431,3.9615,1.7777,3.516,11.3402
LU,TRIOS,HYPERNETS,497,55,46,46,46,1.0909,1.0141,1.0523,1.1836,1.3312,-3.31028,-1.81806,-0.491351,NA,TRUE,TRUE,1.047112,0.701156,6.9345,-0.038104,-0.013253,0.032596,0.017467,0.033965,0.101845,-3.9615,-1.3431,3.2596,1.7777,3.516,11.3402
LU,HYPERNETS,TRIOS,498,55,46,46,46,0.7848,0.8258,0.7573,0.8524,0.9594,0.481653,1.537928,2.476373,NA,TRUE,TRUE,1.029289,0.73505,7.5906,-0.021843,0.025653,0.055347,0.024245,0.042226,0.119739,-2.2332,2.5653,5.5347,2.4245,4.2224,12.6314
LU,TRIOS,HYPERNETS,498,55,46,46,46,1.0801,1.0143,1.0423,1.1731,1.3204,-3.269876,-1.804193,-0.502011,NA,TRUE,TRUE,1.029289,0.73505,7.4014,-0.052444,-0.025011,0.022334,0.023846,0.040512,0.112132,-5.5347,-2.5653,2.2332,2.4245,4.2224,12.6314
LU,HYPERNETS,TRIOS,499,55,46,46,46,0.7882,0.8248,0.7607,0.8566,0.9645,0.469119,1.503324,2.421828,NA,TRUE,TRUE,1.010781,0.735671,7.85,-0.017842,0.032583,0.064723,0.03029,0.047692,0.116686,-1.8174,3.2583,6.4716,3.0289,4.7692,12.553
LU,TRIOS,HYPERNETS,499,55,46,46,46,1.0743,1.0148,1.0368,1.1674,1.3145,-3.183504,-1.755049,-0.48640099999999997,NA,TRUE,TRUE,1.010781,0.735671,7.59,-0.060776,-0.031555,0.018181,0.029399,0.045521,0.111503,-6.4716,-3.2583,1.8174,3.0289,4.7692,12.553
LU,HYPERNETS,TRIOS,500,55,46,46,46,0.7922,0.8222,0.765,0.8623,0.9719,0.4585,1.475652,2.378077,NA,TRUE,TRUE,1.002182,0.748931,8.3215,-0.007074,0.042367,0.072412,0.037827,0.057004,0.112832,-0.7126,4.2365,7.2411,3.7827,5.7004,12.412
LU,TRIOS,HYPERNETS,500,55,46,46,46,1.0655,1.014,1.0289,1.1597,1.3071,-3.108493,-1.711328,-0.471752,NA,TRUE,TRUE,1.002182,0.748931,7.9325,-0.06752,-0.040642,0.007127,0.036448,0.053929,0.116066,-7.2411,-4.2365,0.7126,3.7827,5.7004,12.412
LU,HYPERNETS,TRIOS,501,55,46,46,46,0.7945,0.8211,0.7673,0.8649,0.975,0.446781,1.439183,2.319574,NA,TRUE,TRUE,0.985431,0.74057,8.4945,-0.006024,0.047298,0.07323,0.040542,0.060955,0.112409,-0.6068,4.7298,7.323,4.0542,6.0954,12.3695
LU,TRIOS,HYPERNETS,501,55,46,46,46,1.0621,1.0158,1.0257,1.1562,1.3033,-3.023041,-1.663949,-0.458255,NA,TRUE,TRUE,0.985431,0.74057,8.049,-0.068233,-0.045162,0.006076,0.038962,0.057451,0.115077,-7.323,-4.7298,0.6068,4.0542,6.0954,12.3695
LU,HYPERNETS,TRIOS,502,55,46,46,46,0.7853,0.8138,0.7589,0.8565,0.9667,0.495173,1.465635,2.32548,NA,TRUE,TRUE,0.9849,0.735694,8.6055,-0.005521,0.046458,0.076038,0.039961000000000003,0.061042,0.114937,-0.5553,4.6458,7.6037,3.9958,6.1042,12.3886
LU,TRIOS,HYPERNETS,502,55,46,46,46,1.0704,1.0205,1.0344,1.1675,1.3177,-3.064278,-1.711129,-0.512219,NA,TRUE,TRUE,0.9849,0.735694,8.1665,-0.070663,-0.044395,0.005555,0.03842,0.05753,0.111288,-7.6037,-4.6458,0.5553,3.9958,6.1042,12.3886
LU,HYPERNETS,TRIOS,503,55,46,46,46,0.7724,0.8095,0.7468,0.8436,0.953,0.496945,1.4473,2.288603,NA,TRUE,TRUE,0.975905,0.693865,8.075,-0.017602,0.034284,0.061447,0.030555,0.047025,0.111476,-1.7917,3.4284,6.1447,3.0843,4.7025,11.7657
LU,TRIOS,HYPERNETS,503,55,46,46,46,1.0853,1.0233,1.0494,1.1854,1.339,-3.064501,-1.715593,-0.521471,NA,TRUE,TRUE,0.975905,0.693865,7.8218,-0.057889,-0.033148,0.017917,0.03016,0.044913,0.114785,-6.1447,-3.4284,1.7917,3.0843,4.7025,11.7657
LU,HYPERNETS,TRIOS,504,55,46,46,46,0.7612,0.8078,0.7362,0.832,0.9404,0.483664,1.41278,2.23486,NA,TRUE,TRUE,0.9765,0.666057,7.6754,-0.030865,0.023045,0.048584,0.024966,0.046163,0.112295,-3.1848,2.3045,4.8583,2.4966,4.6163,12.409
LU,TRIOS,HYPERNETS,504,55,46,46,46,1.0995,1.0241,1.0634,1.2019,1.3583,-3.035698,-1.697957,-0.514328,NA,TRUE,TRUE,0.9765,0.666057,7.6332,-0.046332,-0.022525,0.031849,0.024358,0.044126,0.122213,-4.8583,-2.3045,3.1848,2.4966,4.6163,12.409
