var_name,sensor_X,sensor_Y,wavelength,n_clean,n_no_out,n_w_nm,n_w_nm_clean,Slope,Slope_log,Slope_II_low,Slope_II,Slope_II_high,Slope_II_int_low,Slope_II_int,Slope_II_int_high,Slope_II_p,Slope_II_slope_bias_sig,Slope_II_int_bias_sig,RMSE,MSA,MAPE,MRD_25,MRD_50,MRD_75,MARD_25,MARD_50,MARD_75,Bias_25,Bias_50,Bias_75,Error_25,Error_50,Error_75
LU,HYPERNETS,TRIOS,419,55,46,46,46,0.8928,0.9109,0.8544,0.9356,1.0244,-0.088007,1.167959,2.314986,NA,FALSE,FALSE,1.122525,0.810327,6.2059,-0.010766,0.01965,0.05257,0.017033,0.033898,0.094422,-1.0893,1.9649,5.2564,1.7105,3.4449,10.0071
LU,TRIOS,HYPERNETS,419,55,46,46,46,1.02,0.9915,0.9762,1.0689,1.1704,-2.70944,-1.248402,0.085909,NA,FALSE,FALSE,1.122525,0.810327,5.8731,-0.049933,-0.019268,0.010903,0.016817,0.033852,0.094855,-5.2564,-1.9649,1.0893,1.7105,3.4449,10.0071
LU,HYPERNETS,TRIOS,420,55,46,46,46,0.8903,0.9102,0.852,0.933,1.0216,-0.074852,1.176129,2.31857,NA,FALSE,FALSE,1.115935,0.798411,6.1293,-0.013296,0.017404,0.050512,0.01675,0.033286,0.095755,-1.3488,1.7401,5.0508,1.7035,3.389,10.0707
LU,TRIOS,HYPERNETS,420,55,46,46,46,1.0228,0.9922,0.9788,1.0718,1.1737,-2.72122,-1.260613,0.073267,NA,FALSE,FALSE,1.115935,0.798411,5.8177,-0.048075,-0.017101,0.0135,0.017036,0.033013,0.093457,-5.0508,-1.7401,1.3488,1.7035,3.389,10.0707
LU,HYPERNETS,TRIOS,421,55,46,46,46,0.89,0.9105,0.8518,0.9326,1.0211,-0.073925,1.171014,2.308089,NA,FALSE,FALSE,1.108757,0.791437,6.0955,-0.015012,0.01585,0.05054,0.018167,0.033998,0.095631,-1.5256,1.5847,5.0536,1.8383,3.4578,10.0649
LU,TRIOS,HYPERNETS,421,55,46,46,46,1.0233,0.9923,0.9794,1.0723,1.174,-2.709623,-1.255624,0.072398,NA,FALSE,FALSE,1.108757,0.791437,5.7901,-0.048102,-0.015597,0.015271,0.018135,0.034002,0.092618,-5.0536,-1.5847,1.5256,1.8383,3.4578,10.0649
LU,HYPERNETS,TRIOS,422,55,46,46,46,0.891,0.9104,0.8527,0.9335,1.0219,-0.068495,1.170097,2.301518,NA,FALSE,FALSE,1.104779,0.793731,6.1353,-0.014128,0.016566,0.051299,0.017734,0.034107,0.093951,-1.4349,1.6565,5.1296,1.8055,3.4599,9.735
LU,TRIOS,HYPERNETS,422,55,46,46,46,1.0225,0.9928,0.9785,1.0712,1.1727,-2.698966,-1.253433,0.067024,NA,FALSE,FALSE,1.104779,0.793731,5.8172,-0.048791,-0.016293,0.014369,0.017993,0.033935,0.093507,-5.1296,-1.6565,1.4349,1.8055,3.4599,9.735
LU,HYPERNETS,TRIOS,423,55,46,46,46,0.8911,0.9109,0.8529,0.9349,1.0247,-0.0989,1.146444,2.282585,NA,FALSE,FALSE,1.106345,0.799719,6.2322,-0.013181,0.018134,0.052958,0.016568,0.035215,0.092921,-1.3365,1.8134,5.2951,1.6847,3.5829,9.9311
LU,TRIOS,HYPERNETS,423,55,46,46,46,1.0196,0.9897,0.9759,1.0697,1.1725,-2.676292,-1.226315,0.096514,NA,FALSE,FALSE,1.106345,0.799719,5.9107,-0.050282,-0.017811,0.013373,0.016779,0.035203,0.097084,-5.2951,-1.8134,1.3365,1.6847,3.5829,9.9311
LU,HYPERNETS,TRIOS,424,55,46,46,46,0.8861,0.9099,0.8482,0.93,1.0197,-0.087953,1.147717,2.274692,NA,FALSE,FALSE,1.092348,0.780819,6.1112,-0.017664,0.014782,0.04832,0.016108,0.033922,0.093911,-1.7994,1.4781,4.8317,1.6108,3.3922,10.1521
LU,TRIOS,HYPERNETS,424,55,46,46,46,1.0246,0.9904,0.9807,1.0753,1.179,-2.681915,-1.234153,0.086258,NA,FALSE,FALSE,1.092348,0.780819,5.84,-0.046088,-0.014565,0.018006,0.015853,0.032809,0.093285,-4.8317,-1.4781,1.7994,1.6108,3.3922,10.1521
LU,HYPERNETS,TRIOS,425,55,46,46,46,0.8811,0.9097,0.8434,0.9246,1.0137,-0.078736,1.142158,2.255776,NA,FALSE,FALSE,1.076426,0.754053,5.9224,-0.022257,0.009773,0.042748,0.012333,0.029731,0.094725,-2.2775,0.9771,4.2743,1.2415,3.0191,9.6117
LU,TRIOS,HYPERNETS,425,55,46,46,46,1.0306,0.9906,0.9865,1.0815,1.1857,-2.674716,-1.235282,0.077674000000000007,NA,FALSE,FALSE,1.076426,0.754053,5.7122,-0.040987,-0.009675,0.022786,0.012368,0.029579,0.089001,-4.2743,-0.9771,2.2775,1.2415,3.0191,9.6117
LU,HYPERNETS,TRIOS,426,55,46,46,46,0.879,0.9096,0.8413,0.922,1.0105,-0.044532,1.154739,2.249018,NA,FALSE,FALSE,1.061221,0.739505,5.8482,-0.021454,0.008557,0.041583,0.012305,0.029158,0.097729,-2.1935,0.8556,4.1574,1.2344,2.9207,9.8134
LU,TRIOS,HYPERNETS,426,55,46,46,46,1.034,0.9925,0.9896,1.0846,1.1887,-2.673329,-1.252432,0.044071,NA,FALSE,FALSE,1.061221,0.739505,5.6494,-0.039907,-0.008482,0.021946,0.012233,0.028378,0.090306,-4.1574,-0.8556,2.1935,1.2344,2.9207,9.8134
LU,HYPERNETS,TRIOS,427,55,46,46,46,0.8842,0.9081,0.8464,0.9286,1.0187,-0.043657,1.154104,2.245876,NA,FALSE,FALSE,1.064402,0.76526,6.1925,-0.015417,0.01633,0.053878,0.017506,0.036226,0.091029,-1.5672,1.633,5.3865,1.7591,3.6226,9.7912
LU,TRIOS,HYPERNETS,427,55,46,46,46,1.0255,0.9916,0.9816,1.0769,1.1815,-2.653424,-1.242875,0.042855,NA,FALSE,FALSE,1.064402,0.76526,5.8924,-0.0511,-0.016067,0.015685,0.017372,0.03496,0.095277,-5.3865,-1.633,1.5672,1.7591,3.6226,9.7912
LU,HYPERNETS,TRIOS,428,55,46,46,46,0.8959,0.9092,0.8576,0.9407,1.0318,-0.057881,1.124765,2.20294,NA,FALSE,FALSE,1.073379,0.815196,6.7412,-0.002743,0.031052,0.061131,0.021826,0.044874,0.086449,-0.2758,3.1051,6.1131,2.1997,4.4866,9.3869
LU,TRIOS,HYPERNETS,428,55,46,46,46,1.0125,0.9913,0.9691,1.0631,1.1661,-2.568759,-1.195686,0.056095,NA,FALSE,FALSE,1.073379,0.815196,6.3082,-0.057609,-0.030116,0.002767,0.021572,0.042932,0.093294,-6.1131,-3.1051,0.2758,2.1997,4.4866,9.3869
LU,HYPERNETS,TRIOS,429,55,46,46,46,0.9172,0.9098,0.8779,0.9629,1.0561,-0.06237,1.11821,2.1946,NA,FALSE,FALSE,1.18003,0.974936,8.2523,0.021315,0.054257,0.087145,0.04129,0.062516,0.097358,2.1306,5.4256,8.7142,4.1972,6.4056,9.7346
LU,TRIOS,HYPERNETS,429,55,46,46,46,0.9892,0.9915,0.9469,1.0385,1.139,-2.499718,-1.16127,0.059056,NA,FALSE,FALSE,1.18003,0.974936,7.4927,-0.080155,-0.051463,-0.020853,0.041314,0.060667,0.09004,-8.7142,-5.4256,-2.1306,4.1972,6.4056,9.7346
LU,HYPERNETS,TRIOS,430,55,46,46,46,0.9241,0.9096,0.8845,0.9703,1.0644,-0.06245,1.118764,2.195556,NA,FALSE,FALSE,1.23061,1.035033,8.8467,0.029651,0.062922,0.09609,0.05035,0.067821,0.106172,2.9641,6.2921,9.6085,5.035,6.8433,10.6162
LU,TRIOS,HYPERNETS,430,55,46,46,46,0.9815,0.9913,0.9395,1.0306,1.1305,-2.482151,-1.152989,0.058671,NA,FALSE,FALSE,1.23061,1.035033,7.961,-0.087658,-0.059196,-0.028778,0.047936,0.065111,0.095965,-9.6085,-6.2921,-2.9641,5.035,6.8433,10.6162
LU,HYPERNETS,TRIOS,431,55,46,46,46,0.914,0.9095,0.8749,0.9601,1.0536,-0.067328,1.117125,2.1965,NA,FALSE,FALSE,1.162485,0.951903,8.0475,0.018104,0.051207,0.08395,0.040195,0.060713,0.0946,1.8094,5.1207,8.3944,4.0253,6.214,9.6078
LU,TRIOS,HYPERNETS,431,55,46,46,46,0.9915,0.9909,0.9492,1.0416,1.143,-2.510533,-1.163566,0.063906,NA,FALSE,FALSE,1.162485,0.951903,7.331,-0.077438,-0.048712,-0.017762,0.038695,0.058502,0.091112,-8.3944,-5.1207,-1.8094,4.0253,6.214,9.6078
LU,HYPERNETS,TRIOS,432,55,46,46,46,0.9041,0.9095,0.8655,0.9501,1.0429,-0.073188,1.114584,2.196613,NA,FALSE,FALSE,1.10733,0.871563,7.2872,0.007297,0.039735,0.072033,0.030071,0.05257,0.090847,0.7287,3.9733,7.2027,3.0071,5.3933,9.2295
LU,TRIOS,HYPERNETS,432,55,46,46,46,1.0016,0.9902,0.9589,1.0526,1.1554,-2.538035,-1.173175,0.070177,NA,FALSE,FALSE,1.10733,0.871563,6.7258,-0.067183,-0.038212,-0.007224,0.029193,0.052106,0.087256,-7.2027,-3.9733,-0.7287,3.0071,5.3933,9.2295
LU,HYPERNETS,TRIOS,433,55,46,46,46,0.8779,0.9072,0.8405,0.9233,1.0142,-0.037621,1.166741,2.263115,NA,FALSE,FALSE,1.059014,0.75056,6.09,-0.016959,0.015152,0.043681,0.015919,0.031561,0.093613,-1.7252,1.5151,4.3672,1.5919,3.1561,10.1065
LU,TRIOS,HYPERNETS,433,55,46,46,46,1.0299,0.9896,0.986,1.0831,1.1898,-2.692649,-1.263715,0.037094,NA,FALSE,FALSE,1.059014,0.75056,5.8512,-0.041837,-0.014925,0.017253,0.015669,0.030595,0.093912,-4.3672,-1.5151,1.7252,1.5919,3.1561,10.1065
LU,HYPERNETS,TRIOS,434,55,46,46,46,0.8713,0.904,0.8342,0.9163,1.0064,0.005568,1.216076,2.318157,NA,FALSE,TRUE,1.069051,0.748697,5.962,-0.020421,0.011985,0.042347,0.013402,0.029679,0.097128,-2.0852,1.1985,4.234,1.345,2.9748,9.8553
LU,TRIOS,HYPERNETS,434,55,46,46,46,1.0379,0.9936,0.9936,1.0914,1.1988,-2.778948,-1.327223,-0.005533,NA,FALSE,TRUE,1.069051,0.748697,5.7674,-0.040614,-0.011843,0.020858,0.013319,0.02906,0.091354,-4.234,-1.1985,2.0852,1.345,2.9748,9.8553
LU,HYPERNETS,TRIOS,435,55,46,46,46,0.8656,0.9066,0.8289,0.9121,1.0036,-0.057654,1.19158,2.326928,NA,FALSE,FALSE,1.098436,0.759367,5.8932,-0.02793,0.002779,0.04033,0.010352,0.032055,0.090834,-2.8732,0.2772,4.032,1.046,3.2576,9.3543
LU,TRIOS,HYPERNETS,435,55,46,46,46,1.0405,0.9877,0.9964,1.0964,1.2064,-2.807122,-1.306433,0.057448,NA,FALSE,FALSE,1.098436,0.759367,5.8056,-0.038748,-0.002757,0.028732,0.01046,0.032069,0.091287,-4.032,-0.2772,2.8732,1.046,3.2576,9.3543
LU,HYPERNETS,TRIOS,436,55,46,46,46,0.8697,0.9039,0.8328,0.9157,1.0069,-0.009168,1.238727,2.373599,NA,FALSE,FALSE,1.095968,0.766668,5.9741,-0.021286,0.009798,0.045671,0.013213,0.03126,0.09764,-2.175,0.9797,4.5663,1.333,3.158,9.9354
LU,TRIOS,HYPERNETS,436,55,46,46,46,1.0372,0.9914,0.9931,1.092,1.2008,-2.850124,-1.352698,0.009104,NA,FALSE,FALSE,1.095968,0.766668,5.7945,-0.043661,-0.009701,0.021752,0.013284,0.030772,0.092093,-4.5663,-0.9797,2.175,1.333,3.158,9.9354
LU,HYPERNETS,TRIOS,437,55,46,46,46,0.877,0.9022,0.8398,0.9237,1.0161,0.009414,1.271109,2.418139,NA,FALSE,TRUE,1.11519,0.804614,6.3067,-0.009557,0.020601,0.057095,0.017339,0.037065,0.093101,-0.9651,2.0601,5.7087,1.7428,3.7056,10.0475
LU,TRIOS,HYPERNETS,437,55,46,46,46,1.0278,0.9926,0.9842,1.0826,1.1908,-2.879459,-1.376045,-0.009265,NA,FALSE,TRUE,1.11519,0.804614,6.0012,-0.053997,-0.020185,0.009653,0.017218,0.035723,0.09868,-5.7087,-2.0601,0.9651,1.7428,3.7056,10.0475
LU,HYPERNETS,TRIOS,438,55,46,46,46,0.883,0.9009,0.8455,0.9298,1.0226,0.0339,1.3021,2.455267,NA,FALSE,TRUE,1.140373,0.851227,6.6709,8.94e-4,0.029336,0.064786,0.022872,0.038941,0.090064,0.0893,2.9336,6.4781,2.2872,3.8941,9.5968
LU,TRIOS,HYPERNETS,438,55,46,46,46,1.0213,0.9944,0.9779,1.0755,1.1827,-2.903939,-1.400353,-0.033151,NA,FALSE,TRUE,1.140373,0.851227,6.2621,-0.060835,-0.028499,-8.91e-4,0.02236,0.037481,0.092609,-6.4781,-2.9336,-0.0893,2.2872,3.8941,9.5968
LU,HYPERNETS,TRIOS,439,55,46,46,46,0.8857,0.8994,0.848,0.9326,1.0255,0.053921,1.326938,2.484591,NA,FALSE,TRUE,1.158986,0.879398,6.8986,0.006086,0.033631,0.068558,0.026517,0.043392,0.091223,0.6086,3.3631,6.855,2.6517,4.3391,9.3646
LU,TRIOS,HYPERNETS,439,55,46,46,46,1.0184,0.9961,0.9751,1.0723,1.1792,-2.929791,-1.422907,-0.052581,NA,FALSE,TRUE,1.158986,0.879398,6.4324,-0.064146,-0.032536,-0.006049,0.025832,0.041586,0.091616,-6.855,-3.3631,-0.6086,2.6517,4.3391,9.3646
LU,HYPERNETS,TRIOS,440,55,46,46,46,0.8846,0.8972,0.847,0.9316,1.0246,0.079944,1.360775,2.525318,NA,FALSE,TRUE,1.1714309999999999,0.893637,6.9823,0.008335,0.034402,0.06881,0.027631,0.043733,0.090387,0.8334,3.4401,6.8807,2.7631,4.3732,9.2324
LU,TRIOS,HYPERNETS,440,55,46,46,46,1.0192,0.998,0.976,1.0734,1.1806,-2.981372,-1.460664,-0.078021,NA,FALSE,TRUE,1.1714309999999999,0.893637,6.5013,-0.064375,-0.033256,-0.008264,0.026888,0.041898,0.090901,-6.8807,-3.4401,-0.8334,2.7631,4.3732,9.2324
LU,HYPERNETS,TRIOS,441,55,46,46,46,0.8716,0.8943,0.8349,0.92,1.0138,0.095175,1.406831,2.597144,NA,FALSE,TRUE,1.172073,0.858188,6.5507,-0.001282,0.026241,0.05905,0.018555,0.037026,0.094095,-0.1283,2.6239,5.9049,1.8555,3.78,10.1641
LU,TRIOS,HYPERNETS,441,55,46,46,46,1.0298,0.9978,0.9864,1.0869,1.1977,-3.110716,-1.529141,-0.093879,NA,FALSE,TRUE,1.172073,0.858188,6.1945,-0.055756,-0.025567,0.001283,0.018217,0.037197,0.099812,-5.9049,-2.6239,0.1283,1.8555,3.78,10.1641
LU,HYPERNETS,TRIOS,442,55,46,46,46,0.8658,0.8939,0.8294,0.9146,1.0086,0.085499,1.411832,2.614618,NA,FALSE,TRUE,1.172368,0.84181,6.3602,-0.009892,0.020677,0.055713,0.017299,0.035944,0.096522,-0.9994,2.0677,5.571,1.7504,3.5929,10.5004
LU,TRIOS,HYPERNETS,442,55,46,46,46,1.035,0.9963,0.9915,1.0933,1.2056,-3.152307,-1.543615,-0.084772,NA,FALSE,TRUE,1.172368,0.84181,6.0782,-0.052767,-0.020258,0.009998,0.017408,0.03467,0.09868,-5.571,-2.0677,0.9994,1.7504,3.5929,10.5004
LU,HYPERNETS,TRIOS,443,55,46,46,46,0.8667,0.8925,0.8303,0.9154,1.0093,0.111703,1.438278,2.641473,NA,FALSE,TRUE,1.177825,0.854432,6.4515,-0.004962,0.024137,0.057545,0.019372,0.03795,0.094338,-0.4987,2.4137,5.7541,1.9469,3.7933,10.2294
LU,TRIOS,HYPERNETS,443,55,46,46,46,1.0343,0.9981,0.9908,1.0924,1.2044,-3.181472,-1.57119,-0.110676,NA,FALSE,TRUE,1.177825,0.854432,6.1369,-0.054408,-0.023568,0.004988,0.019195,0.036531,0.100447,-5.7541,-2.4137,0.4987,1.9469,3.7933,10.2294
LU,HYPERNETS,TRIOS,444,55,46,46,46,0.869,0.8909,0.8325,0.9181,1.0125,0.129756,1.462462,2.670928,NA,FALSE,TRUE,1.192598,0.882694,6.6803,7.97e-4,0.028431,0.061112,0.021281,0.039471,0.092404,0.0797,2.8431,6.1108,2.1281,4.0431,9.9748
LU,TRIOS,HYPERNETS,444,55,46,46,46,1.0309,0.999,0.9876,1.0892,1.2011,-3.208147,-1.592857,-0.12815,NA,FALSE,TRUE,1.192598,0.882694,6.3059,-0.057586,-0.027645,-7.96e-4,0.020836,0.039821,0.098049,-6.1108,-2.8431,-0.0797,2.1281,4.0431,9.9748
LU,HYPERNETS,TRIOS,445,55,46,46,46,0.8732,0.8906,0.8366,0.9229,1.0181,0.124618,1.466964,2.683758,NA,FALSE,TRUE,1.211855,0.921446,6.9935,0.006616,0.034866,0.064918,0.027271,0.040734,0.0908,0.6616,3.4866,6.4916,2.727,4.1311,9.6244
LU,TRIOS,HYPERNETS,445,55,46,46,46,1.0252,0.9986,0.9822,1.0836,1.1954,-3.20805,-1.589533,-0.1224,NA,FALSE,TRUE,1.211855,0.921446,6.5538,-0.060957,-0.033691,-0.006573,0.026545,0.040491,0.094355,-6.4916,-3.4866,-0.6616,2.727,4.1311,9.6244
LU,HYPERNETS,TRIOS,446,55,46,46,46,0.8725,0.8877,0.8359,0.9221,1.0173,0.15862,1.499502,2.714987,NA,FALSE,TRUE,1.218077,0.930155,7.0839,0.007785,0.035217,0.0654,0.028705,0.041697,0.091659,0.7783,3.5217,6.5398,2.8705,4.1895,9.69
LU,TRIOS,HYPERNETS,446,55,46,46,46,1.026,1.0017,0.983,1.0844,1.1963,-3.247942,-1.626097,-0.155926,NA,FALSE,TRUE,1.218077,0.930155,6.6191,-0.061382,-0.034019,-0.0077210000000000004,0.027904,0.041048,0.094864,-6.5398,-3.5217,-0.7783,2.8705,4.1895,9.69
LU,HYPERNETS,TRIOS,447,55,46,46,46,0.8704,0.8849,0.8339,0.9199,1.0149,0.191682,1.531792,2.746539,NA,FALSE,TRUE,1.219642,0.928259,7.0747,0.007134,0.034224,0.063767,0.02898,0.042865,0.090276,0.7131,3.4223,6.3766,2.898,4.2865,9.6968
LU,TRIOS,HYPERNETS,447,55,46,46,46,1.0285,1.0045,0.9854,1.087,1.1992,-3.293737,-1.66513,-0.188875,NA,FALSE,TRUE,1.219642,0.928259,6.6074,-0.059942,-0.033091,-0.007077,0.028164,0.041792,0.094884,-6.3766,-3.4223,-0.7131,2.898,4.2865,9.6968
LU,HYPERNETS,TRIOS,448,55,46,46,46,0.8662,0.8858,0.83,0.9166,1.0123,0.186168,1.54215,2.770014,NA,FALSE,TRUE,1.221154,0.919266,6.9372,0.00336,0.031442,0.059877,0.026786,0.042588,0.090381,0.336,3.1441,5.9877,2.6786,4.3641,9.3316
LU,TRIOS,HYPERNETS,448,55,46,46,46,1.0309,1.0004,0.9879,1.091,1.2048,-3.337272,-1.682413,-0.183911,NA,FALSE,TRUE,1.221154,0.919266,6.5144,-0.056494,-0.030481,-0.003349,0.026086,0.042869,0.091398,-5.9877,-3.1441,-0.336,2.6786,4.3641,9.3316
LU,HYPERNETS,TRIOS,449,55,46,46,46,0.8594,0.8845,0.8238,0.9108,1.0069,0.190973,1.558656,2.795701,NA,FALSE,TRUE,1.218855,0.898646,6.7417,-0.005707,0.025599,0.055992,0.022103,0.043791,0.088761,-0.5744,2.5599,5.5992,2.2102,4.3957,9.5507
LU,TRIOS,HYPERNETS,449,55,46,46,46,1.0361,0.9986,0.9931,1.098,1.2139,-3.39383,-1.711393,-0.189658,NA,FALSE,TRUE,1.218855,0.898646,6.383,-0.053023,-0.02496,0.005747,0.021623,0.042088,0.095464,-5.5992,-2.5599,0.5744,2.2102,4.3957,9.5507
LU,HYPERNETS,TRIOS,450,55,46,46,46,0.857,0.8826,0.8215,0.9084,1.0045,0.213877,1.578908,2.813343,NA,FALSE,TRUE,1.216634,0.891938,6.693,-0.004297,0.024501,0.056579,0.020794,0.04187,0.087338,-0.4316,2.4501,5.6578,2.0793,4.1846,9.4516
LU,TRIOS,HYPERNETS,450,55,46,46,46,1.0386,1.0002,0.9955,1.1009,1.2173,-3.424775,-1.738169,-0.212924,NA,FALSE,TRUE,1.216634,0.891938,6.3427,-0.053548,-0.023915,0.004317,0.020369,0.040144,0.094529,-5.6578,-2.4501,0.4316,2.0793,4.1846,9.4516
LU,HYPERNETS,TRIOS,451,55,46,46,46,0.8572,0.8801,0.8217,0.9085,1.0046,0.241245,1.599982,2.828819,NA,FALSE,TRUE,1.217289,0.89711,6.7787,-0.001717,0.027941,0.05876,0.023051,0.041534,0.085787,-0.172,2.7941,5.8759,2.3051,4.1515,9.0411
LU,TRIOS,HYPERNETS,451,55,46,46,46,1.0385,1.0025,0.9955,1.1007,1.217,-3.442802,-1.761088,-0.24015,NA,FALSE,TRUE,1.217289,0.89711,6.3943,-0.055497,-0.027181,0.001721,0.022532,0.039843,0.09023,-5.8759,-2.7941,0.172,2.3051,4.1515,9.0411
LU,HYPERNETS,TRIOS,452,55,46,46,46,0.8642,0.8817,0.8287,0.9178,1.0164,0.195011,1.574938,2.820954,NA,FALSE,TRUE,1.250827,0.968255,7.3768,0.00405,0.035643,0.068861,0.030235,0.049362,0.089883,0.4048,3.5639,6.8859,3.0235,4.9362,8.9883
LU,TRIOS,HYPERNETS,452,55,46,46,46,1.026,0.9972,0.9839,1.0896,1.2067,-3.404045,-1.716051,-0.191864,NA,FALSE,TRUE,1.250827,0.968255,6.8908,-0.064422,-0.034409,-0.004029,0.029347,0.04704,0.08589,-6.8859,-3.5639,-0.4048,3.0235,4.9362,8.9883
LU,HYPERNETS,TRIOS,453,55,46,46,46,0.8696,0.8802,0.8339,0.9239,1.0236,0.207593,1.587437,2.832902,NA,FALSE,TRUE,1.283385,1.027828,7.9332,0.013727,0.044435,0.078184,0.039096,0.05732,0.091687,1.3721,4.4434,7.8183,3.947,5.732,9.7244
LU,TRIOS,HYPERNETS,453,55,46,46,46,1.0187,0.9983,0.977,1.0824,1.1992,-3.397125,-1.718217,-0.202813,NA,FALSE,TRUE,1.283385,1.027828,7.3313,-0.072512,-0.042544,-0.01353,0.038357,0.054213,0.089658,-7.8183,-4.4434,-1.3721,3.947,5.732,9.7244
LU,HYPERNETS,TRIOS,454,55,46,46,46,0.8667,0.8782,0.8312,0.9212,1.021,0.226016,1.604836,2.848934,NA,FALSE,TRUE,1.279011,1.01824,7.8752,0.013701,0.044211,0.076739,0.038108,0.055881,0.091114,1.3699,4.4211,7.6738,3.8107,5.5881,9.7891
LU,TRIOS,HYPERNETS,454,55,46,46,46,1.0212,0.9997,0.9794,1.0855,1.2031,-3.427413,-1.742054,-0.221369,NA,FALSE,TRUE,1.279011,1.01824,7.2861,-0.071268,-0.042339,-0.013512,0.036708,0.052923,0.089733,-7.6738,-4.4211,-1.3699,3.8107,5.5881,9.7891
LU,HYPERNETS,TRIOS,455,55,46,46,46,0.8631,0.8766,0.8278,0.9174,1.0166,0.246645,1.618819,2.857004,NA,FALSE,TRUE,1.26391,0.993396,7.6872,0.012571,0.041696,0.073071,0.035381,0.05248,0.093274,1.2571,4.1696,7.307,3.5381,5.248,9.6159
LU,TRIOS,HYPERNETS,455,55,46,46,46,1.0256,1.0014,0.9836,1.0901,1.208,-3.451362,-1.764632,-0.242607,NA,FALSE,TRUE,1.26391,0.993396,7.1363,-0.068093,-0.040027,-0.012415,0.034172,0.049863,0.087723,-7.307,-4.1696,-1.2571,3.5381,5.248,9.6159
LU,HYPERNETS,TRIOS,456,55,46,46,46,0.8598,0.8749,0.8246,0.914,1.013,0.268581,1.63701,2.871709,NA,FALSE,TRUE,1.255679,0.976799,7.5623,0.010556,0.039951,0.070266,0.033571,0.049954,0.092817,1.0555,3.9951,7.0265,3.3571,4.9954,9.4363
LU,TRIOS,HYPERNETS,456,55,46,46,46,1.0293,1.003,0.9872,1.0941,1.2126,-3.482361,-1.791114,-0.265146,NA,FALSE,TRUE,1.255679,0.976799,7.0371,-0.06565,-0.038416,-0.010445,0.03248,0.047914,0.086226,-7.0265,-3.9951,-1.0555,3.3571,4.9954,9.4363
LU,HYPERNETS,TRIOS,457,55,46,46,46,0.8578,0.8738,0.8227,0.9118,1.0105,0.282954,1.646998,2.877766,NA,FALSE,TRUE,1.248399,0.962979,7.4661,0.008606,0.038549,0.068438,0.031947,0.048236,0.093773,0.8604,3.8548,6.8436,3.1946,4.9456,9.3771
LU,TRIOS,HYPERNETS,457,55,46,46,46,1.0318,1.004,0.9896,1.0968,1.2156,-3.498089,-1.80641,-0.280019,NA,FALSE,TRUE,1.248399,0.962979,6.9585,-0.064051,-0.037118,-0.008528,0.030957,0.048345,0.08573,-6.8436,-3.8548,-0.8604,3.1946,4.9456,9.3771
LU,HYPERNETS,TRIOS,458,55,46,46,46,0.8554,0.8726,0.8204,0.9092,1.0077,0.298036,1.657549,2.884263,NA,FALSE,TRUE,1.240595,0.947034,7.3534,0.006659,0.036124,0.065744,0.029734,0.047905,0.092497,0.6655,3.6124,6.5741,2.9733,4.925,9.2494
LU,TRIOS,HYPERNETS,458,55,46,46,46,1.0347,1.0051,0.9924,1.0998000000000001,1.2189,-3.51556,-1.822997,-0.295766,NA,FALSE,TRUE,1.240595,0.947034,6.8654,-0.061684,-0.034865,-0.006607,0.028874,0.048285,0.084917,-6.5741,-3.6124,-0.6655,2.9733,4.925,9.2494
LU,HYPERNETS,TRIOS,459,55,46,46,46,0.8522,0.8716,0.8173,0.9057,1.0037,0.312715,1.666872,2.88882,NA,FALSE,TRUE,1.229499,0.923539,7.1709,0.003769,0.03272,0.061961,0.026518,0.047504,0.090045,0.3763,3.272,6.196,2.6516,4.8996,9.0749
LU,TRIOS,HYPERNETS,459,55,46,46,46,1.0388,1.006,0.9963,1.1041,1.2236,-3.534675,-1.840411,-0.311562,NA,FALSE,TRUE,1.229499,0.923539,6.7188,-0.058343,-0.031682,-0.003744,0.025829,0.046739,0.085876,-6.196,-3.272,-0.3763,2.6516,4.8996,9.0749
LU,HYPERNETS,TRIOS,460,55,46,46,46,0.8487,0.8709,0.814,0.9021,0.9998,0.317829,1.669216,2.888569,NA,TRUE,TRUE,1.218992,0.899985,6.9705,-3.4e-5,0.028483,0.058098,0.022913,0.045248,0.087598,-0.0039,2.8482,5.8096,2.291,4.5219,9.0548
LU,TRIOS,HYPERNETS,460,55,46,46,46,1.0429,1.0064,1.0002,1.1085,1.2285,-3.548738,-1.850348,-0.317895,NA,TRUE,TRUE,1.218992,0.899985,6.5635,-0.054904,-0.027693,4.4e-5,0.022395,0.043237,0.088731,-5.8096,-2.8482,0.0039,2.291,4.5219,9.0548
LU,HYPERNETS,TRIOS,461,55,46,46,46,0.8457,0.8705,0.8111,0.8991,0.9965,0.32162,1.670706,2.887855,NA,TRUE,TRUE,1.211551,0.882244,6.8157,-0.003291,0.025293,0.054788,0.021381,0.042081,0.087354,-0.3308,2.5293,5.4786,2.1707,4.2052,9.2726
LU,TRIOS,HYPERNETS,461,55,46,46,46,1.0463,1.0064,1.0035,1.1123,1.2328,-3.560247,-1.858269,-0.322742,NA,TRUE,TRUE,1.211551,0.882244,6.445,-0.05194,-0.024669,0.003314,0.021572,0.040328,0.090961,-5.4786,-2.5293,0.3308,2.1707,4.2052,9.2726
