StationNumber,N,wavelength,mean,sd,cv,cv_perc,system
189,6,401,0.00992597241448415,1.2406466182536e-4,0.012498993211418027,1.2498993211418028,So-Rad
189,6,405,0.0100604720538953,1.2142054852833e-4,0.012069070703428608,1.2069070703428608,So-Rad
189,6,408,0.0101620369037964,1.2004480188224e-4,0.011813064941477715,1.1813064941477716,So-Rad
189,6,411,0.0102097661716708,1.1746824288639e-4,0.011505478275529071,1.150547827552907,So-Rad
189,6,415,0.0102257671428907,1.1817719976243e-4,0.011556805285224082,1.155680528522408,So-Rad
189,6,418,0.0102578508564798,1.1800267312848e-4,0.011503644845249303,1.1503644845249303,So-Rad
189,6,421,0.0102373537714985,1.174264108843e-4,0.011470387123987376,1.1470387123987376,So-Rad
189,6,424,0.0102210212155868,1.1723414055112e-4,0.01146990482441626,1.146990482441626,So-Rad
189,6,428,0.0102713114247198,1.1529992167968e-4,0.011225433336797631,1.1225433336797632,So-Rad
189,6,431,0.0102279160293073,1.12947098938e-4,0.011043021727432925,1.1043021727432925,So-Rad
189,6,434,0.0100122685358459,1.1033477904836e-4,0.011019958029825078,1.1019958029825079,So-Rad
189,6,438,0.00975488502273885,1.0752661705175e-4,0.011022848224361753,1.1022848224361752,So-Rad
189,6,441,0.0095187412505765,1.0327213423011e-4,0.0108493477773498,1.08493477773498,So-Rad
189,6,444,0.0092010719046818,9.75626105266836e-5,0.010603396162684112,1.0603396162684111,So-Rad
189,6,448,0.00885262079507265,9.1950053363841e-5,0.01038676065454201,1.0386760654542009,So-Rad
189,6,451,0.00854331932319435,8.84247608583442e-5,0.010350164557033336,1.0350164557033337,So-Rad
189,6,454,0.00835041884280195,8.54146078009324e-5,0.010228781263416468,1.0228781263416469,So-Rad
189,6,458,0.0082310485948225,8.16627146586144e-5,0.009921301486420812,0.9921301486420812,So-Rad
189,6,461,0.00812253557892155,7.97609287756847e-5,0.0098197081441747,0.98197081441747,So-Rad
189,6,464,0.00802027378201175,7.88081791357665e-5,0.009826120813047706,0.9826120813047706,So-Rad
189,6,467,0.00790090315553265,7.53248934852163e-5,0.009533706717120009,0.95337067171200085,So-Rad
189,6,471,0.0077071575478919,7.12126485673814e-5,0.009239807039737993,0.9239807039737993,So-Rad
189,6,474,0.0074651570169175,6.77992338812349e-5,0.009082090802321858,0.9082090802321857,So-Rad
189,6,477,0.00721298640477925,6.50522231514369e-5,0.009018764143009332,0.9018764143009332,So-Rad
189,6,481,0.00699539704089275,6.26653773837013e-5,0.008958087299031131,0.8958087299031131,So-Rad
189,6,484,0.0068127660780569,5.85764503796009e-5,0.008598042220804939,0.8598042220804939,So-Rad
189,6,487,0.0065755966398776,5.44304337000405e-5,0.008277641814272488,0.8277641814272488,So-Rad
189,6,490,0.00620573279050975,5.07167233506629e-5,0.008172559963945359,0.8172559963945358,So-Rad
189,6,494,0.00577251048856505,4.64085529184669e-5,0.008039578795118532,0.8039578795118532,So-Rad
189,6,497,0.00534724676357565,4.2289492343223e-5,0.007908647985219303,0.7908647985219304,So-Rad
189,6,500,0.0048953579976386,3.79313206789636e-5,0.007748426304523742,0.7748426304523742,So-Rad
189,6,504,0.00440400908844955,3.41759512913735e-5,0.007760190909007703,0.7760190909007703,So-Rad
189,6,507,0.0038834522314732,3.20333631355909e-5,0.00824868215861611,0.824868215861611,So-Rad
189,6,510,0.00341040521624725,3.03800812599062e-5,0.008908056179123462,0.8908056179123461,So-Rad
189,6,514,0.0030701685514,2.99879542251697e-5,0.009767527001569722,0.9767527001569721,So-Rad
189,6,517,0.00285301475139215,3.07339349130128e-5,0.010772441641956442,1.0772441641956443,So-Rad
189,6,520,0.00269355724349105,3.02247848519755e-5,0.01122114071457488,1.122114071457488,So-Rad
189,6,524,0.00256828670849145,2.91801681599074e-5,0.011361725333635797,1.1361725333635797,So-Rad
189,6,527,0.0024657886484916,2.89083687196547e-5,0.011723782059479776,1.1723782059479775,So-Rad
189,6,530,0.00236589735870085,2.88490971946971e-5,0.012193723066049905,1.2193723066049906,So-Rad
189,6,533,0.00225684190602365,2.82038066960562e-5,0.012497023659822384,1.2497023659822384,So-Rad
189,6,537,0.0021539883248517,2.82693063173524e-5,0.013124168776215958,1.3124168776215959,So-Rad
189,6,540,0.0020495756788929,2.85005510199041e-5,0.013905586074918189,1.3905586074918188,So-Rad
189,6,543,0.0019335559337773,2.85613830909108e-5,0.014771428429853944,1.4771428429853943,So-Rad
189,6,547,0.0018049287783558,2.80142278300668e-5,0.015520960253947728,1.5520960253947729,So-Rad
189,6,550,0.00168336380592925,2.7639202799225002e-05,0.016419031169538315,1.6419031169538314,So-Rad
189,6,553,0.0015814093576499,2.77628666489826e-5,0.017555774862898513,1.7555774862898512,So-Rad
189,6,556,0.0015023833217606,2.76289983419919e-5,0.018390112524421708,1.8390112524421707,So-Rad
189,6,560,0.00143052095652605,2.77450433972703e-5,0.0193950625264853,1.93950625264853,So-Rad
189,6,563,0.00135407712071975,2.7093873760004e-5,0.020009106826649907,2.0009106826649905,So-Rad
189,6,566,0.001275359067482,2.70636644581043e-5,0.02122042736680999,2.122042736680999,So-Rad
189,6,570,0.0011929229789872,2.77103294651145e-5,0.023228934267525606,2.3228934267525605,So-Rad
189,6,573,0.00109833011743535,2.79566722301152e-5,0.025453797347736652,2.545379734773665,So-Rad
189,6,576,9.9275092257485e-4,2.7864594942279e-5,0.028068062500519214,2.8068062500519213,So-Rad
189,6,580,8.7625904891e-4,2.70706205019887e-5,0.030893399087475907,3.089339908747591,So-Rad
189,6,583,7.647689558485e-4,2.61456749889615e-5,0.03418767823800229,3.4187678238002293,So-Rad
189,6,586,6.7407685032755e-4,2.80382365552859e-5,0.04159501478453303,4.159501478453302,So-Rad
189,6,590,5.9350827173105e-4,2.99816166715762e-5,0.05051592050120989,5.051592050120989,So-Rad
189,6,593,5.0375119369845e-4,2.94562720517336e-5,0.05847385062350124,5.847385062350123,So-Rad
189,6,596,4.226105453376e-4,2.83233541581861e-5,0.06701998913813226,6.701998913813226,So-Rad
189,6,599,3.625111444237e-4,2.85628616855397e-5,0.0787916788901686,7.87916788901686,So-Rad
190,5,401,0.010814459652329,2.9945336748273e-4,0.027690090592574337,2.7690090592574337,So-Rad
190,5,405,0.0109098234963134,2.8911929209027e-4,0.02650082214327005,2.650082214327005,So-Rad
190,5,408,0.010977353437276,2.794847857086e-4,0.02546012454691933,2.546012454691933,So-Rad
190,5,411,0.010997232100628,2.7035502476063e-4,0.02458391550590183,2.458391550590183,So-Rad
190,5,415,0.0109842279749887,2.6140862399399e-4,0.023798543201144634,2.3798543201144633,So-Rad
190,5,418,0.0109845238384372,2.5609770040936e-4,0.023314410726955625,2.3314410726955623,So-Rad
190,5,421,0.0109272701347472,2.490913311329e-4,0.022795385129248724,2.2795385129248724,So-Rad
190,5,424,0.0108815686616287,2.4455541617199e-4,0.022474279561765516,2.2474279561765518,So-Rad
190,5,428,0.0109001032798145,2.4355126143701e-4,0.022343940711831017,2.2343940711831016,So-Rad
190,5,431,0.0108143112617769,2.3881481537967e-4,0.02208322005893793,2.2083220058937933,So-Rad
190,5,434,0.0105501150924362,2.2883156023312e-4,0.02168995866188972,2.168995866188972,So-Rad
190,5,438,0.0102434639014123,2.2001364298775e-4,0.021478441775678637,2.1478441775678636,So-Rad
190,5,441,0.0099500789077126,2.1269078580584e-4,0.021375788853390608,2.1375788853390607,So-Rad
190,5,444,0.009581794345471,2.0385768848496e-4,0.021275523261602546,2.1275523261602545,So-Rad
