StationNumber,N,wavelength,mean,sd,cv,cv_perc,system
190,5,448,0.0091802359409838,1.9525877113777e-4,0.021269471982312157,2.126947198231216,So-Rad
190,5,451,0.0088237771253587,1.8691319801877e-4,0.02118290108230399,2.118290108230399,So-Rad
190,5,454,0.0085991473196501,1.8068158264917e-4,0.0210115696281061,2.10115696281061,So-Rad
190,5,458,0.0084555262117604,1.7709225193387e-4,0.02094396581581884,2.094396581581884,So-Rad
190,5,461,0.0083277860870989,1.7306054217267e-4,0.020781098405105416,2.0781098405105416,So-Rad
190,5,464,0.0082054978779124,1.6819953067681e-4,0.020498394269233843,2.049839426923384,So-Rad
190,5,467,0.0080642881057486,1.6386756627984e-4,0.020320152768727045,2.0320152768727047,So-Rad
190,5,471,0.0078430982692581,1.5909511963476e-4,0.020284728582115448,2.0284728582115448,So-Rad
190,5,474,0.0075703392626999,1.5228646646923e-4,0.020116201029399875,2.0116201029399874,So-Rad
190,5,477,0.0072924993924224,1.4644497674824e-4,0.020081589160008743,2.008158916000874,So-Rad
190,5,481,0.0070538887653282,1.4114838156941e-4,0.02001000955149634,2.001000955149634,So-Rad
190,5,484,0.006847271286494,1.3617866316692e-4,0.019888019251629124,1.9888019251629123,So-Rad
190,5,487,0.0065815295683412,1.3134563974845e-4,0.019956704347307855,1.9956704347307854,So-Rad
190,5,490,0.00618254242112,1.2362476694071e-4,0.019995781431017615,1.9995781431017614,So-Rad
190,5,494,0.0057225901310565,1.144111221714e-4,0.019992891252247957,1.9992891252247957,So-Rad
190,5,497,0.0052688928151672,1.0598282787207e-4,0.02011481948674008,2.011481948674008,So-Rad
190,5,500,0.0047890784493147,9.81683377699726e-5,0.02049837746634118,2.0498377466341178,So-Rad
190,5,504,0.0042749193816504,8.9870682488614e-5,0.02102277831820024,2.102277831820024,So-Rad
190,5,507,0.0037385961087714,8.06497244515142e-5,0.02157219504463075,2.157219504463075,So-Rad
190,5,510,0.0032566619593283,7.34906674424737e-5,0.02256625598858024,2.2566255988580237,So-Rad
190,5,514,0.0029090520667542,6.84712039669321e-5,0.02353729063479068,2.353729063479068,So-Rad
190,5,517,0.0026807351889428,6.48524850487973e-5,0.024192051984953108,2.4192051984953107,So-Rad
190,5,520,0.0025146062148903,6.23110566447765e-5,0.024779647912981408,2.477964791298141,So-Rad
190,5,524,0.0023857008460574,5.98629733604129e-5,0.02509240563809256,2.509240563809256,So-Rad
190,5,527,0.0022787299625283,5.77548428669616e-5,0.02534518956466494,2.534518956466494,So-Rad
190,5,530,0.0021730606702525,5.62792824486374e-5,0.025898624561686998,2.5898624561687,So-Rad
190,5,533,0.0020618534823776,5.43458665680713e-5,0.02635777325234723,2.635777325234723,So-Rad
190,5,537,0.0019546145974931,5.28014078603529e-5,0.027013718166268474,2.7013718166268474,So-Rad
190,5,540,0.0018500989520311,5.14369882918998e-5,0.027802290377728484,2.7802290377728482,So-Rad
190,5,543,0.0017349860399536,4.94679245424346e-5,0.02851200148201628,2.851200148201628,So-Rad
190,5,547,0.0016107989113482,4.79411778340168e-5,0.02976236046366035,2.976236046366035,So-Rad
190,5,550,0.0014946348845828,4.66110895510904e-5,0.03118560260561631,3.118560260561631,So-Rad
190,5,553,0.0013969609223439,4.57391345894892e-5,0.03274188551584213,3.274188551584213,So-Rad
190,5,556,0.0013202242069457,4.53111254001847e-5,0.034320780638472506,3.432078063847251,So-Rad
190,5,560,0.00125160170513,4.46857067540661e-5,0.03570281709501565,3.570281709501565,So-Rad
190,5,563,0.0011791574793472,4.4684054144135e-5,0.03789489947421848,3.789489947421848,So-Rad
190,5,566,0.0011021283534337,4.43904107339212e-5,0.0402769882433585,4.02769882433585,So-Rad
190,5,570,0.0010201412844278,4.4115108826845e-5,0.0432441167711287,4.32441167711287,So-Rad
190,5,573,9.280508799043e-4,4.44433698971799e-5,0.04788893675933249,4.78889367593325,So-Rad
190,5,576,8.280398081556e-4,4.45922364393816e-5,0.053852768913015964,5.385276891301596,So-Rad
190,5,580,7.219492452457e-4,4.3696847931026e-5,0.06052620488044795,6.052620488044795,So-Rad
190,5,583,6.202162537636e-4,4.39152459585902e-5,0.0708063448710082,7.08063448710082,So-Rad
190,5,586,5.355817802591e-4,4.33770132192865e-5,0.08099045714046112,8.099045714046111,So-Rad
190,5,590,4.586058975953e-4,4.32264881329206e-5,0.09425628488333597,9.425628488333597,So-Rad
190,5,593,3.790578269721e-4,4.44586846733744e-5,0.11728734116509014,11.728734116509013,So-Rad
190,5,596,3.070589357064e-4,4.44698067923327e-5,0.14482498836918173,14.482498836918174,So-Rad
190,5,599,2.482779378119e-4,4.33119881944855e-5,0.17444960505230017,17.444960505230018,So-Rad
192,2,401,0.0098280045169853,5.14463166873553e-5,0.005234665551734631,0.5234665551734632,So-Rad
192,2,405,0.0098838486453737,4.19425745585884e-5,0.004243546827097593,0.4243546827097593,So-Rad
192,2,408,0.0099129233683893,3.26884053619363e-5,0.003297554530298732,0.3297554530298732,So-Rad
192,2,411,0.00989054392880265,2.96561982766762e-5,0.0029984395691639563,0.29984395691639565,So-Rad
192,2,415,0.00984839134494075,2.23820784256836e-5,0.002272663386511501,0.2272663386511501,So-Rad
192,2,418,0.00982567990308615,1.96341344006817e-5,0.001998246899384012,0.19982468993840122,So-Rad
192,2,421,0.0097496259815586,1.7799646010296e-5,0.0018256747534689023,0.18256747534689022,So-Rad
192,2,424,0.00968291207262145,1.16405274168605e-5,0.001202172169855206,0.1202172169855206,So-Rad
192,2,428,0.0096892440879421,3.81565188453299e-6,3.9380284466993925e-4,0.039380284466993924,So-Rad
192,2,431,0.00960855572277705,1.43808092667972e-6,1.4966671039548158e-4,0.014966671039548157,So-Rad
192,2,434,0.00936242853130845,1.18005318524903e-6,1.2604135575538662e-4,0.012604135575538663,So-Rad
192,2,438,0.0090886511700632,6.8299071604097e-7,7.514764328183812e-5,0.007514764328183812,So-Rad
192,2,441,0.00884482968039175,2.5907212473282e-6,2.929079859018216e-4,0.029290798590182156,So-Rad
192,2,444,0.0085374354194437,5.82575177682116e-6,6.823772585796927e-4,0.06823772585796926,So-Rad
192,2,448,0.008210948615879,4.80267957111259e-6,5.849116582978947e-4,0.05849116582978947,So-Rad
192,2,451,0.00791919776393815,3.84299645265807e-6,4.8527597961475587e-4,0.048527597961475585,So-Rad
192,2,454,0.00773165920796265,4.77622529766009e-6,6.177490716017554e-4,0.061774907160175536,So-Rad
192,2,458,0.0076068339168124,7.37178588254094e-6,9.691004119661449e-4,0.09691004119661449,So-Rad
192,2,461,0.0074945830998179,8.21886075685429e-6,0.0010966401529464646,0.10966401529464646,So-Rad
192,2,464,0.00739326756038245,9.22245161233957e-6,0.001247412126913813,0.1247412126913813,So-Rad
192,2,467,0.00728241163645345,1.17079927053704e-5,0.001607708172765721,0.1607708172765721,So-Rad
192,2,471,0.00709826347319365,1.13953571169671e-5,0.0016053725196312138,0.16053725196312138,So-Rad
192,2,474,0.00686949133570305,1.23494687857423e-5,0.0017977268158936267,0.17977268158936266,So-Rad
192,2,477,0.00663596538091755,1.28255055406651e-5,0.0019327264089632316,0.19327264089632315,So-Rad
192,2,481,0.0064395514024186,1.30135466187425e-5,0.002020877822926424,0.2020877822926424,So-Rad
192,2,484,0.0062765004812906,1.50518392177492e-5,0.002398126035776895,0.2398126035776895,So-Rad
192,2,487,0.0060645662624348,1.74830961593322e-5,0.002882827131039227,0.28828271310392267,So-Rad
192,2,490,0.00572423555112475,1.78837815013315e-5,0.0031242218007289254,0.3124221800728925,So-Rad
192,2,494,0.00532057344985285,1.61207111356255e-5,0.003029882265053844,0.30298822650538443,So-Rad
192,2,497,0.00492861705034765,1.6666461822038e-5,0.0033815696475875314,0.3381569647587531,So-Rad
192,2,500,0.00451367551738175,1.978173997282e-5,0.004382623406720828,0.43826234067208275,So-Rad
192,2,504,0.0040526338943067,2.29337628080558e-5,0.005658977200056007,0.5658977200056007,So-Rad
192,2,507,0.00355961688732015,2.18366675893557e-5,0.006134555566117507,0.6134555566117507,So-Rad
192,2,510,0.0031090338696106,2.24540596785923e-5,0.00722219847717665,0.722219847717665,So-Rad
192,2,514,0.0027835336569358,2.48458914276273e-5,0.008926025149980915,0.8926025149980915,So-Rad
192,2,517,0.0025756403006564,2.91440723258505e-5,0.011315272679350123,1.1315272679350123,So-Rad
192,2,520,0.0024201284536821,3.11277584747039e-5,0.012862027396663443,1.2862027396663442,So-Rad
192,2,524,0.00229522884727955,2.9891989255543e-5,0.013023533270319807,1.3023533270319807,So-Rad
192,2,527,0.002196367044323,3.049198883501e-5,0.013882920395215062,1.3882920395215061,So-Rad
192,2,530,0.0020988114910193,3.06308556938953e-5,0.014594381546395691,1.4594381546395692,So-Rad
192,2,533,0.00199265412194465,3.12564952209377e-5,0.01568586082086047,1.5685860820860469,So-Rad
192,2,537,0.00189300347710445,3.32011487401594e-5,0.017538873616304226,1.7538873616304227,So-Rad
192,2,540,0.0017901618306785,3.48166791435494e-5,0.01944890039933056,1.944890039933056,So-Rad
192,2,543,0.0016733917838702,3.6039726088664e-5,0.021536932615571807,2.153693261557181,So-Rad
192,2,547,0.001544785469098,3.54593207614638e-5,0.022954203978995537,2.2954203978995538,So-Rad
192,2,550,0.0014248149141042,3.48507710841747e-5,0.024459858427356398,2.44598584273564,So-Rad
192,2,553,0.00132548797813995,3.56326771148624e-5,0.02688268600132122,2.688268600132122,So-Rad
192,2,556,0.0012489940002754,3.57693343181605e-5,0.028638515725674787,2.8638515725674787,So-Rad
192,2,560,0.00117847303321605,3.65191914631596e-5,0.030988567776980707,3.098856777698071,So-Rad
192,2,563,0.00110504084257585,3.56144536205575e-5,0.032229083531012497,3.2229083531012495,So-Rad
192,2,566,0.00102951295919155,3.55953390035582e-5,0.03457493049092874,3.4574930490928737,So-Rad
192,2,570,9.500279637111e-4,3.67764178203227e-5,0.03871087928471364,3.871087928471364,So-Rad
192,2,573,8.572228027134e-4,3.66877700995432e-5,0.04279840664925618,4.279840664925618,So-Rad
192,2,576,7.5525670686005e-4,3.61914223038664e-5,0.04791936566089008,4.791936566089007,So-Rad
192,2,580,6.4482307466165e-4,3.33878181341067e-5,0.05177826204750176,5.1778262047501755,So-Rad
192,2,583,5.3690324859675e-4,3.13295157820096e-5,0.058352255949079106,5.835225594907911,So-Rad
192,2,586,4.521315947297e-4,3.41324040610957e-5,0.0754921895725983,7.54921895725983,So-Rad
192,2,590,3.769351622179e-4,3.55303159803412e-5,0.0942610813257101,9.42610813257101,So-Rad
192,2,593,2.9457771777615e-4,3.41043526871339e-5,0.11577370123102741,11.57737012310274,So-Rad
192,2,596,2.1913481194515e-4,3.05804279603497e-5,0.13955075274851383,13.955075274851383,So-Rad
192,2,599,1.623535413642e-4,2.71413383019684e-5,0.16717429181962543,16.717429181962544,So-Rad
194,11,401,0.0106478280505484,0.00122945503494065,0.11546533519362465,11.546533519362464,So-Rad
194,11,405,0.0107306842618473,0.00125517508095692,0.11697064700893922,11.697064700893922,So-Rad
194,11,408,0.0107793530851783,0.00127904535272661,0.11865696787363872,11.865696787363872,So-Rad
194,11,411,0.0107801075386438,0.00129732537873814,0.12034438191711685,12.034438191711686,So-Rad
194,11,415,0.0107525708623406,0.00131122544904476,0.12194529716024907,12.194529716024908,So-Rad
194,11,418,0.0107415058000007,0.00132712812269417,0.12355140400278736,12.355140400278735,So-Rad
194,11,421,0.0106734034288828,0.00133489675254038,0.1250675814359343,12.50675814359343,So-Rad
194,11,424,0.0106192009303694,0.00134234555459235,0.1264073976369948,12.640739763699479,So-Rad
194,11,428,0.0106245930092388,0.00135849979152564,0.1278637017290293,12.78637017290293,So-Rad
194,11,431,0.0105294470800511,0.00136187085238291,0.12933925609095712,12.933925609095711,So-Rad
194,11,434,0.010272666579506,0.00134113071944425,0.13055331924427585,13.055331924427586,So-Rad
194,11,438,0.009982664061981,0.00131568599404043,0.13179708200852147,13.179708200852147,So-Rad
194,11,441,0.0097139158498097,0.00129131220599245,0.13293425905246517,13.293425905246517,So-Rad
194,11,444,0.0093734780579731,0.00125600484128855,0.13399560264828161,13.399560264828162,So-Rad
194,11,448,0.0090018325457955,0.00121556038737788,0.13503476999754163,13.503476999754163,So-Rad
194,11,451,0.0086737161382241,0.00117927488582121,0.13595958952637116,13.595958952637115,So-Rad
194,11,454,0.0084675774436769,0.00116054504088333,0.13705750536122446,13.705750536122446,So-Rad
194,11,458,0.0083373992768804,0.00115175435391662,0.13814312061441436,13.814312061441436,So-Rad
194,11,461,0.0082239693267013,0.00114592079130609,0.13933913731725067,13.933913731725067,So-Rad
194,11,464,0.0081191331531899,0.00114092113653337,0.1405225305468869,14.052253054688691,So-Rad
194,11,467,0.0079928400792771,0.00113081800908103,0.14147887332475007,14.147887332475007,So-Rad
194,11,471,0.007792732786397,0.00111079474749271,0.14254238890774162,14.254238890774163,So-Rad
194,11,474,0.0075408335214341,0.00108281987062937,0.1435941885670275,14.35941885670275,So-Rad
194,11,477,0.0072804852937741,0.00105220695167461,0.1445242877661471,14.45242877661471,So-Rad
194,11,481,0.0070586041928319,0.00102608787943977,0.14536696652884645,14.536696652884645,So-Rad
194,11,484,0.0068659736798597,0.00100321960764576,0.1461146888151572,14.611468881515721,So-Rad
194,11,487,0.0066161228459145,9.706501314361e-4,0.14670981087291676,14.670981087291675,So-Rad
194,11,490,0.00623358197048,9.1851631564424e-4,0.1473496811294056,14.73496811294056,So-Rad
194,11,494,0.0057886645589143,8.5661845519432e-4,0.1479820512099226,14.798205120992261,So-Rad
194,11,497,0.0053505117476592,7.9350106692215e-4,0.14830377061956726,14.830377061956726,So-Rad
194,11,500,0.0048838425107808,7.2486819541158e-4,0.14842169742604833,14.842169742604833,So-Rad
194,11,504,0.0043755450775389,6.4897879326253e-4,0.14831953088403768,14.831953088403768,So-Rad
194,11,507,0.0038408674282292,5.6747736773466e-4,0.1477471894926326,14.77471894926326,So-Rad
194,11,510,0.0033549973491247,4.9262872140605e-4,0.1468343101774951,14.683431017749509,So-Rad
194,11,514,0.0030003028649064,4.3821248609861e-4,0.14605608361217257,14.605608361217257,So-Rad
194,11,517,0.0027710677950957,4.0350258971635e-4,0.14561267336384848,14.561267336384848,So-Rad
194,11,520,0.0026062998593131,3.8022988648688e-4,0.1458887722102287,14.58887722102287,So-Rad
194,11,524,0.0024791856327425,3.6251593850165e-4,0.1462237977317702,14.62237977317702,So-Rad
194,11,527,0.0023760614978869,3.4865121209413e-4,0.14673492769618782,14.673492769618782,So-Rad
194,11,530,0.0022723884209196,3.3450438673776e-4,0.1472038774966083,14.72038774966083,So-Rad
194,11,533,0.0021605182725632,3.1850386286298e-4,0.14742011993497872,14.742011993497872,So-Rad
194,11,537,0.0020533842038297,3.0313022821537e-4,0.14762470055531335,14.762470055531335,So-Rad
194,11,540,0.0019419023263437,2.8682166554572e-4,0.14770138624106835,14.770138624106835,So-Rad
194,11,543,0.0018180979737207,2.6786818567774e-4,0.14733429636333253,14.733429636333254,So-Rad
194,11,547,0.0016825117480793,2.4701737978586e-4,0.1468146537864279,14.681465378642791,So-Rad
194,11,550,0.0015569059052937,2.2730476416019e-4,0.14599775322793862,14.599775322793862,So-Rad
194,11,553,0.0014520593521526,2.1123817250328e-4,0.14547488860571076,14.547488860571075,So-Rad
194,11,556,0.0013677978055257,1.9903801871384e-4,0.14551713558082632,14.551713558082632,So-Rad
194,11,560,0.0012939504773627,1.8774612029253e-4,0.1450952904126515,14.509529041265152,So-Rad
194,11,563,0.0012162927161534,1.7591602870882e-4,0.1446329706430909,14.463297064309092,So-Rad
194,11,566,0.0011364361341463,1.6354952126873e-4,0.14391439725875113,14.391439725875113,So-Rad
194,11,570,0.0010512364542919,1.5022146255933e-4,0.14289978429307548,14.28997842930755,So-Rad
194,11,573,9.559411032584e-4,1.3484341962324e-4,0.14105829236091602,14.105829236091601,So-Rad
194,11,576,8.526246637245e-4,1.1670158670668e-4,0.13687334142657245,13.687334142657246,So-Rad
194,11,580,7.417708158867e-4,9.7296885807056e-5,0.13116839288257653,13.116839288257653,So-Rad
194,11,583,6.344834035353e-4,7.87889996272705e-5,0.12417818841007243,12.417818841007243,So-Rad
194,11,586,5.35898337878e-4,6.38763160016082e-5,0.11919483880942727,11.919483880942728,So-Rad
194,11,590,4.443240113908e-4,5.05217542269299e-5,0.11370475808586018,11.370475808586018,So-Rad
194,11,593,3.525265048927e-4,3.64631591875854e-5,0.10343380903709311,10.343380903709312,So-Rad
194,11,596,2.779980573431e-4,2.48287957008111e-5,0.08931283886695605,8.931283886695605,So-Rad
194,11,599,2.115577211581e-4,1.83605333353437e-5,0.0867873468991596,8.67873468991596,So-Rad
195,4,401,0.0110729015003116,6.34232215890542e-5,0.005727787029196405,0.5727787029196405,So-Rad
195,4,405,0.0111311080524116,6.31228249462342e-5,0.005670848279346133,0.5670848279346133,So-Rad
195,4,408,0.0111595407448531,6.35645095569908e-5,0.005695978984288169,0.5695978984288169,So-Rad
195,4,411,0.0111323826880995,6.34655519638649e-5,0.005700985471125555,0.5700985471125555,So-Rad
195,4,415,0.0110784833407079,6.44194287129992e-5,0.0058148238104298935,0.5814823810429893,So-Rad
195,4,418,0.0110395513871612,6.41870602087085e-5,0.00581428157337597,0.581428157337597,So-Rad
195,4,421,0.0109421023803632,6.44979072703114e-5,0.0058944711928541225,0.5894471192854123,So-Rad
195,4,424,0.010855620410743,6.35084769962468e-5,0.005850285344667835,0.5850285344667835,So-Rad
195,4,428,0.0108313242179289,6.37054618391859e-5,0.005881594951588225,0.5881594951588225,So-Rad
195,4,431,0.0107084146645513,6.30997568628471e-5,0.005892539543853299,0.5892539543853299,So-Rad
195,4,434,0.0104195571600805,5.97896308940083e-5,0.005738212284402533,0.5738212284402533,So-Rad
195,4,438,0.0100943548807224,5.82981196428265e-5,0.0057753190106443345,0.5775319010644334,So-Rad
195,4,441,0.00979091454118035,5.55745967729947e-5,0.005676139500477641,0.5676139500477642,So-Rad
195,4,444,0.00941715980242085,5.23803106035992e-5,0.0055622195760269355,0.5562219576026936,So-Rad
195,4,448,0.0090187027647966,4.95719894486577e-5,0.005496576474629576,0.5496576474629575,So-Rad
195,4,451,0.00866565805334755,4.78116574702631e-5,0.00551737181134137,0.5517371811341371,So-Rad
195,4,454,0.00843870295364335,4.6065051556669e-5,0.0054587833947610095,0.545878339476101,So-Rad
195,4,458,0.00828950276312255,4.46089230825197e-5,0.005381375018170099,0.5381375018170099,So-Rad
195,4,461,0.008159110431236,4.52366237879129e-5,0.005544308312672284,0.5544308312672285,So-Rad
195,4,464,0.0080391490351589,4.46828428032056e-5,0.005558155795817064,0.5558155795817064,So-Rad
195,4,467,0.0079021518858752,4.42105539263262e-5,0.00559474869185328,0.559474869185328,So-Rad
195,4,471,0.00768540101244065,4.42792007018627e-5,0.005761469132213958,0.5761469132213958,So-Rad
195,4,474,0.0074191349925712,4.27171307863038e-5,0.005757696932199857,0.5757696932199857,So-Rad
195,4,477,0.0071470128257513,4.14413328137618e-5,0.00579841310266649,0.5798413102666491,So-Rad
195,4,481,0.0069152627769223,3.96630209911753e-5,0.005735576834988718,0.5735576834988718,So-Rad
195,4,484,0.0067151945521712,3.85635977904154e-5,0.0057427372343138985,0.5742737234313898,So-Rad
195,4,487,0.0064580576639189,3.73239514505222e-5,0.005779439173956393,0.5779439173956392,So-Rad
195,4,490,0.00607306572746905,3.43780208322719e-5,0.005660735841665085,0.5660735841665085,So-Rad
195,4,494,0.0056280871026037,3.13899276218277e-5,0.005577370614485675,0.5577370614485675,So-Rad
195,4,497,0.00518995282441145,2.8390115264036e-5,0.0054702068062161035,0.5470206806216104,So-Rad
195,4,500,0.00473003797493805,2.53466305723805e-5,0.0053586526591707685,0.5358652659170768,So-Rad
195,4,504,0.00423440625823585,2.20374224693937e-5,0.005204371315702474,0.5204371315702474,So-Rad
195,4,507,0.0037168864209215,1.9323384829511e-5,0.005198809606003591,0.519880960600359,So-Rad
195,4,510,0.003250801038112,1.64257729672319e-5,0.005052838600289011,0.5052838600289011,So-Rad
195,4,514,0.00291284014872545,1.60901813255614e-5,0.00552388064707288,0.552388064707288,So-Rad
195,4,517,0.0026941134449967,1.65972279561796e-5,0.006160552736560776,0.6160552736560776,So-Rad
195,4,520,0.00253258642362575,1.67654654296425e-5,0.00661989864323777,0.661989864323777,So-Rad
