var_name,sensor_X,sensor_Y,n_clean,n_no_out,n_w_nm,n_w_nm_clean,Wavelength_nm,Slope,Slope_log,Bias,Error,MRD,MARD,RMSE,MSA,MAPE
LD,HYPERNETS,TRIOS,55,34,34,34,478,0.9,0.98,-10.76,16.4,-0.097025,0.147944,12.014267,10.428786,13.58
LD,TRIOS,HYPERNETS,55,34,34,34,478,0.97,0.82,10.76,16.4,0.107773,0.153638,12.014267,10.428786,15.81
LD,HYPERNETS,TRIOS,55,34,34,34,479,0.89,0.98,-11.56,16.44,-0.103518,0.150442,12.375925,10.718823,13.86
LD,TRIOS,HYPERNETS,55,34,34,34,479,0.98,0.82,11.56,16.44,0.115805,0.151497,12.375925,10.718823,16.32
LD,HYPERNETS,TRIOS,55,34,34,34,480,0.89,0.98,-12.35,16.59,-0.109807,0.149165,12.614152,10.918756,14.1
LD,TRIOS,HYPERNETS,55,34,34,34,480,0.98,0.82,12.35,16.59,0.123689,0.152028,12.614152,10.918756,16.77
LD,HYPERNETS,TRIOS,55,34,34,34,481,0.89,0.99,-13.13,16.85,-0.115948,0.147887,12.80456,11.078553,14.33
LD,TRIOS,HYPERNETS,55,34,34,34,481,0.98,0.82,13.13,16.85,0.131504,0.15406,12.80456,11.078553,17.19
LD,HYPERNETS,TRIOS,55,34,34,34,482,0.88,0.98,-13.51,17.02,-0.1189,0.151101,12.924182,11.12433,14.49
LD,TRIOS,HYPERNETS,55,34,34,34,482,0.99,0.82,13.51,17.02,0.135216,0.155506,12.924182,11.12433,17.45
LD,HYPERNETS,TRIOS,55,34,34,34,483,0.88,0.98,-13.34,17.09,-0.117548,0.150037,12.761253,10.994603,14.52
LD,TRIOS,HYPERNETS,55,34,34,34,483,1,0.83,13.34,17.09,0.133514,0.155898,12.761253,10.994603,17.46
LD,HYPERNETS,TRIOS,55,34,34,34,484,0.89,0.98,-11.05,16.47,-0.099375,0.151272,11.566641,10.014462,13.83
LD,TRIOS,HYPERNETS,55,34,34,34,484,0.98,0.83,11.05,16.47,0.110578,0.154585,11.566641,10.014462,16.19
LD,HYPERNETS,TRIOS,55,34,34,34,485,0.93,0.98,-6.63,13.97,-0.062084,0.124419,9.909322,8.357661,12.54
LD,TRIOS,HYPERNETS,55,34,34,34,485,0.94,0.82,6.63,13.97,0.066435,0.136613,9.909322,8.357661,13.76
LD,HYPERNETS,TRIOS,55,34,34,34,486,0.93,0.97,-6.83,13.96,-0.06384,0.123456,9.859606,8.361727,12.66
LD,TRIOS,HYPERNETS,55,34,34,34,486,0.94,0.83,6.83,13.96,0.068461,0.135558,9.859606,8.361727,13.85
LD,HYPERNETS,TRIOS,55,34,34,34,487,0.92,0.98,-7.46,14.89,-0.069265,0.13248,10.175664,8.650105,12.95
LD,TRIOS,HYPERNETS,55,34,34,34,487,0.95,0.82,7.46,14.89,0.074704,0.147765,10.175664,8.650105,14.5
LD,HYPERNETS,TRIOS,55,34,34,34,488,0.91,0.98,-9.45,16.34,-0.086157,0.140474,10.645101,9.144941,13.45
LD,TRIOS,HYPERNETS,55,34,34,34,488,0.96,0.83,9.45,16.34,0.094707,0.155549,10.645101,9.144941,15.43
LD,HYPERNETS,TRIOS,55,34,34,34,489,0.89,0.97,-10.42,16.84,-0.094232,0.147574,11.103431,9.590446,13.83
LD,TRIOS,HYPERNETS,55,34,34,34,489,0.99,0.83,10.42,16.84,0.104444,0.156787,11.103431,9.590446,16.08
LD,HYPERNETS,TRIOS,55,34,34,34,490,0.89,0.98,-11.25,16.85,-0.100987,0.151948,11.264711,9.723072,14
LD,TRIOS,HYPERNETS,55,34,34,34,490,0.99,0.83,11.25,16.85,0.112621,0.157642,11.264711,9.723072,16.4
LD,HYPERNETS,TRIOS,55,34,34,34,491,0.89,0.98,-11.69,16.87,-0.104513,0.154569,11.413512,9.832726,14.15
LD,TRIOS,HYPERNETS,55,34,34,34,491,0.99,0.83,11.69,16.87,0.117017,0.154946,11.413512,9.832726,16.7
LD,HYPERNETS,TRIOS,55,34,34,34,492,0.9,0.98,-11.98,16.92,-0.106813,0.154464,11.521236,9.899422,14.24
LD,TRIOS,HYPERNETS,55,34,34,34,492,0.98,0.83,11.98,16.92,0.119924,0.155696,11.521236,9.899422,16.89
LD,HYPERNETS,TRIOS,55,34,34,34,493,0.89,0.98,-12.43,16.93,-0.110438,0.154077,11.750025,10.095213,14.42
LD,TRIOS,HYPERNETS,55,34,34,34,493,0.99,0.83,12.43,16.93,0.124433,0.156084,11.750025,10.095213,17.19
LD,HYPERNETS,TRIOS,55,34,34,34,494,0.89,0.98,-12.66,16.95,-0.11227,0.154063,11.872933,10.196867,14.55
LD,TRIOS,HYPERNETS,55,34,34,34,494,1,0.83,12.66,16.95,0.126757,0.156241,11.872933,10.196867,17.39
LD,HYPERNETS,TRIOS,55,34,34,34,495,0.88,0.98,-13.28,17.28,-0.117096,0.153179,12.049382,10.340059,14.73
LD,TRIOS,HYPERNETS,55,34,34,34,495,1,0.83,13.28,17.28,0.132917,0.157073,12.049382,10.340059,17.74
LD,HYPERNETS,TRIOS,55,34,34,34,496,0.89,0.99,-13.32,17.16,-0.117387,0.152493,12.117467,10.380569,14.82
LD,TRIOS,HYPERNETS,55,34,34,34,496,1,0.82,13.32,17.16,0.133427,0.156826,12.117467,10.380569,17.96
LD,HYPERNETS,TRIOS,55,34,34,34,497,0.88,0.98,-12.69,16.96,-0.11245,0.153101,11.8778,10.175444,14.69
LD,TRIOS,HYPERNETS,55,34,34,34,497,1,0.83,12.69,16.96,0.127017,0.157699,11.8778,10.175444,17.62
LD,HYPERNETS,TRIOS,55,34,34,34,498,0.89,0.98,-11.6,16.68,-0.103814,0.153088,11.405878,9.788475,14.4
LD,TRIOS,HYPERNETS,55,34,34,34,498,1,0.83,11.6,16.68,0.116137,0.155576,11.405878,9.788475,17.04
LD,HYPERNETS,TRIOS,55,34,34,34,499,0.9,0.98,-10.91,16.99,-0.098196,0.152257,11.00105,9.471458,14.27
LD,TRIOS,HYPERNETS,55,34,34,34,499,0.99,0.83,10.91,16.99,0.10923,0.158177,11.00105,9.471458,16.72
LD,HYPERNETS,TRIOS,55,34,34,34,500,0.9,0.98,-9.85,16.6,-0.089587,0.14672,10.515103,9.035646,13.97
LD,TRIOS,HYPERNETS,55,34,34,34,500,0.98,0.83,9.85,16.6,0.098666,0.157351,10.515103,9.035646,16.12
LD,HYPERNETS,TRIOS,55,34,34,34,501,0.91,0.98,-9.57,16.25,-0.087189,0.145057,10.24964,8.825578,13.91
LD,TRIOS,HYPERNETS,55,34,34,34,501,0.98,0.83,9.57,16.25,0.095855,0.155358,10.24964,8.825578,15.93
LD,HYPERNETS,TRIOS,55,34,34,34,502,0.91,0.98,-10.02,16.72,-0.09099,0.147997,10.321081,8.883136,14.01
LD,TRIOS,HYPERNETS,55,34,34,34,502,0.98,0.84,10.02,16.72,0.100394,0.156133,10.321081,8.883136,16.15
LD,HYPERNETS,TRIOS,55,34,34,34,503,0.9,0.98,-10.83,16.88,-0.097597,0.149784,10.541403,9.073045,14.25
LD,TRIOS,HYPERNETS,55,34,34,34,503,0.99,0.83,10.83,16.88,0.108478,0.156619,10.541403,9.073045,16.63
LD,HYPERNETS,TRIOS,55,34,34,34,504,0.9,0.98,-11.62,16.89,-0.103966,0.155387,10.785862,9.266626,14.5
LD,TRIOS,HYPERNETS,55,34,34,34,504,0.99,0.83,11.62,16.89,0.116364,0.157946,10.785862,9.266626,17.12
LD,HYPERNETS,TRIOS,55,34,34,34,505,0.9,0.98,-12.1,16.87,-0.107816,0.154655,10.955318,9.401536,14.67
LD,TRIOS,HYPERNETS,55,34,34,34,505,0.99,0.83,12.1,16.87,0.121187,0.159438,10.955318,9.401536,17.44
LD,HYPERNETS,TRIOS,55,34,34,34,506,0.9,0.99,-12.4,16.86,-0.110196,0.154013,11.052258,9.47768,14.79
LD,TRIOS,HYPERNETS,55,34,34,34,506,0.99,0.83,12.4,16.86,0.124224,0.159829,11.052258,9.47768,17.69
LD,HYPERNETS,TRIOS,55,34,34,34,507,0.9,0.99,-12.59,17.03,-0.111644,0.155161,11.091684,9.490591,14.85
LD,TRIOS,HYPERNETS,55,34,34,34,507,1,0.83,12.59,17.03,0.126052,0.159986,11.091684,9.490591,17.81
LD,HYPERNETS,TRIOS,55,34,34,34,508,0.89,0.98,-12.8,17.39,-0.113321,0.15859,11.170311,9.533645,14.95
LD,TRIOS,HYPERNETS,55,34,34,34,508,1,0.83,12.8,17.39,0.12819,0.161137,11.170311,9.533645,17.95
LD,HYPERNETS,TRIOS,55,34,34,34,509,0.89,0.98,-13.14,17.19,-0.115987,0.155352,11.294125,9.627722,15.08
LD,TRIOS,HYPERNETS,55,34,34,34,509,1.01,0.84,13.14,17.19,0.131557,0.162302,11.294125,9.627722,18.19
LD,HYPERNETS,TRIOS,55,34,34,34,510,0.89,0.98,-13.48,17.59,-0.118656,0.153814,11.399567,9.709999,15.22
LD,TRIOS,HYPERNETS,55,34,34,34,510,1.01,0.83,13.48,17.59,0.13495,0.161928,11.399567,9.709999,18.46
LD,HYPERNETS,TRIOS,55,34,34,34,511,0.89,0.98,-13.77,17.68,-0.120887,0.153653,11.455305,9.753984,15.36
LD,TRIOS,HYPERNETS,55,34,34,34,511,1.01,0.83,13.77,17.68,0.137814,0.164605,11.455305,9.753984,18.67
LD,HYPERNETS,TRIOS,55,34,34,34,512,0.88,0.98,-13.7,17.57,-0.120412,0.156192,11.427191,9.731145,15.47
LD,TRIOS,HYPERNETS,55,34,34,34,512,1.01,0.83,13.7,17.57,0.137132,0.160948,11.427191,9.731145,18.87
LD,HYPERNETS,TRIOS,55,34,34,34,513,0.88,0.98,-13.27,17.3,-0.117034,0.15508,11.08915,9.46935,15.34
LD,TRIOS,HYPERNETS,55,34,34,34,513,1.01,0.84,13.27,17.3,0.132895,0.162833,11.08915,9.46935,18.56
LD,HYPERNETS,TRIOS,55,34,34,34,514,0.89,0.98,-12.63,16.99,-0.112018,0.155654,10.699028,9.120692,15.12
LD,TRIOS,HYPERNETS,55,34,34,34,514,1.01,0.84,12.63,16.99,0.126547,0.164076,10.699028,9.120692,18.14
LD,HYPERNETS,TRIOS,55,34,34,34,515,0.89,0.98,-12.17,16.98,-0.108345,0.155967,10.375866,8.842127,14.94
LD,TRIOS,HYPERNETS,55,34,34,34,515,1.01,0.84,12.17,16.98,0.121868,0.161425,10.375866,8.842127,17.81
LD,HYPERNETS,TRIOS,55,34,34,34,516,0.91,0.98,-9.67,17.27,-0.088056,0.147262,9.37912,7.981891,14.24
LD,TRIOS,HYPERNETS,55,34,34,34,516,0.98,0.84,9.67,17.27,0.096821,0.156151,9.37912,7.981891,16.4
LD,HYPERNETS,TRIOS,55,34,34,34,517,0.92,0.98,-9.12,16.86,-0.083507,0.144917,9.125691,7.753692,14.12
LD,TRIOS,HYPERNETS,55,34,34,34,517,0.98,0.84,9.12,16.86,0.091376,0.159029,9.125691,7.753692,16.14
LD,HYPERNETS,TRIOS,55,34,34,34,518,0.92,0.98,-9.79,17.6,-0.089036,0.149699,9.300899,7.902499,14.31
LD,TRIOS,HYPERNETS,55,34,34,34,518,0.98,0.84,9.79,17.6,0.098005,0.155283,9.300899,7.902499,16.52
LD,HYPERNETS,TRIOS,55,34,34,34,519,0.91,0.98,-10.45,17.5,-0.094532,0.155124,9.53251,8.122791,14.55
LD,TRIOS,HYPERNETS,55,34,34,34,519,0.99,0.84,10.45,17.5,0.104675,0.155896,9.53251,8.122791,16.95
LD,HYPERNETS,TRIOS,55,34,34,34,520,0.9,0.98,-11.99,16.85,-0.106967,0.157062,10.071336,8.572457,15.01
LD,TRIOS,HYPERNETS,55,34,34,34,520,1.01,0.84,11.99,16.85,0.120084,0.157281,10.071336,8.572457,17.87
LD,HYPERNETS,TRIOS,55,34,34,34,521,0.88,0.98,-13.22,16.93,-0.116613,0.154804,10.623544,9.008025,15.47
LD,TRIOS,HYPERNETS,55,34,34,34,521,1.02,0.85,13.22,16.93,0.132329,0.165561,10.623544,9.008025,18.71
LD,HYPERNETS,TRIOS,55,34,34,34,522,0.88,0.98,-13.7,17.29,-0.120394,0.154787,10.75386,9.123297,15.6
LD,TRIOS,HYPERNETS,55,34,34,34,522,1.03,0.85,13.7,17.29,0.137211,0.166732,10.75386,9.123297,18.95
LD,HYPERNETS,TRIOS,55,34,34,34,523,0.88,0.98,-13.84,17.49,-0.121436,0.15489,10.752622,9.124833,15.63
LD,TRIOS,HYPERNETS,55,34,34,34,523,1.02,0.84,13.84,17.49,0.13862,0.167738,10.752622,9.124833,19
LD,HYPERNETS,TRIOS,55,34,34,34,524,0.89,0.98,-13.79,17.37,-0.121035,0.154105,10.650226,9.040143,15.57
LD,TRIOS,HYPERNETS,55,34,34,34,524,1.01,0.84,13.79,17.37,0.138092,0.167841,10.650226,9.040143,18.94
LD,HYPERNETS,TRIOS,55,34,34,34,525,0.9,0.99,-13.85,17.41,-0.121472,0.157003,10.549847,8.971094,15.57
LD,TRIOS,HYPERNETS,55,34,34,34,525,1.01,0.84,13.85,17.41,0.138666,0.168163,10.549847,8.971094,18.9
LD,HYPERNETS,TRIOS,55,34,34,34,526,0.9,0.99,-12.21,17.24,-0.108695,0.166535,10.087405,8.595008,15.23
LD,TRIOS,HYPERNETS,55,34,34,34,526,1,0.84,12.21,17.24,0.122294,0.160246,10.087405,8.595008,18.17
LD,HYPERNETS,TRIOS,55,34,34,34,527,0.9,0.99,-12.53,16.92,-0.111245,0.163925,10.165351,8.632147,15.26
LD,TRIOS,HYPERNETS,55,34,34,34,527,1,0.84,12.53,16.92,0.125507,0.159621,10.165351,8.632147,18.28
LD,HYPERNETS,TRIOS,55,34,34,34,528,0.89,0.98,-12.85,16.95,-0.113703,0.160681,10.37911,8.800249,15.43
LD,TRIOS,HYPERNETS,55,34,34,34,528,1.01,0.84,12.85,16.95,0.128619,0.162817,10.37911,8.800249,18.58
LD,HYPERNETS,TRIOS,55,34,34,34,529,0.89,0.98,-13.43,16.94,-0.11825,0.156672,10.570666,8.958502,15.6
LD,TRIOS,HYPERNETS,55,34,34,34,529,1.02,0.84,13.43,16.94,0.134487,0.166667,10.570666,8.958502,18.9
LD,HYPERNETS,TRIOS,55,34,34,34,530,0.89,0.98,-13.44,16.91,-0.118343,0.155422,10.592206,8.962962,15.62
LD,TRIOS,HYPERNETS,55,34,34,34,530,1.02,0.84,13.44,16.91,0.134576,0.167253,10.592206,8.962962,18.93
LD,HYPERNETS,TRIOS,55,34,34,34,531,0.89,0.98,-13.45,16.91,-0.118436,0.158649,10.536094,8.918627,15.62
LD,TRIOS,HYPERNETS,55,34,34,34,531,1.02,0.84,13.45,16.91,0.134666,0.166562,10.536094,8.918627,18.9
LD,HYPERNETS,TRIOS,55,34,34,34,532,0.89,0.98,-12.93,17.05,-0.114349,0.164784,10.384204,8.792707,15.54
LD,TRIOS,HYPERNETS,55,34,34,34,532,1.02,0.85,12.93,17.05,0.129488,0.162338,10.384204,8.792707,18.69
LD,HYPERNETS,TRIOS,55,34,34,34,533,0.89,0.98,-12.74,16.91,-0.112896,0.167495,10.285459,8.701104,15.48
LD,TRIOS,HYPERNETS,55,34,34,34,533,1.02,0.85,12.74,16.91,0.127582,0.158147,10.285459,8.701104,18.56
LD,HYPERNETS,TRIOS,55,34,34,34,534,0.89,0.98,-12.88,17.02,-0.114018,0.170241,10.27056,8.68241,15.49
LD,TRIOS,HYPERNETS,55,34,34,34,534,1.02,0.85,12.88,17.02,0.128989,0.156117,10.27056,8.68241,18.58
LD,HYPERNETS,TRIOS,55,34,34,34,535,0.89,0.98,-13.37,16.86,-0.117809,0.163678,10.401388,8.781392,15.66
LD,TRIOS,HYPERNETS,55,34,34,34,535,1.02,0.85,13.37,16.86,0.13382,0.161582,10.401388,8.781392,18.95
LD,HYPERNETS,TRIOS,55,34,34,34,536,0.89,0.98,-13.14,16.96,-0.116047,0.157108,10.400486,8.770471,15.72
LD,TRIOS,HYPERNETS,55,34,34,34,536,1.02,0.84,13.14,16.96,0.131585,0.164224,10.400486,8.770471,19.1
LD,HYPERNETS,TRIOS,55,34,34,34,537,0.89,0.98,-12.92,17.23,-0.114253,0.169338,10.207192,8.62904,15.65
LD,TRIOS,HYPERNETS,55,34,34,34,537,1.02,0.85,12.92,17.23,0.129319,0.159326,10.207192,8.62904,18.83
LD,HYPERNETS,TRIOS,55,34,34,34,538,0.9,0.98,-12.38,17.81,-0.109988,0.169498,9.920312,8.385475,15.5
LD,TRIOS,HYPERNETS,55,34,34,34,538,1.02,0.85,12.38,17.81,0.123928,0.157894,9.920312,8.385475,18.51
LD,HYPERNETS,TRIOS,55,34,34,34,539,0.91,0.98,-11.25,18.98,-0.100973,0.160786,9.463322,7.998199,15.19
LD,TRIOS,HYPERNETS,55,34,34,34,539,1,0.85,11.25,18.98,0.112624,0.159852,9.463322,7.998199,17.86
LD,HYPERNETS,TRIOS,55,34,34,34,540,0.91,0.98,-10.8,18.45,-0.097325,0.155755,9.28187,7.832805,15.06
LD,TRIOS,HYPERNETS,55,34,34,34,540,1,0.85,10.8,18.45,0.10822,0.161232,9.28187,7.832805,17.61
LD,HYPERNETS,TRIOS,55,34,34,34,541,0.91,0.98,-10.97,18.73,-0.09871,0.15774,9.287254,7.834728,15.11
LD,TRIOS,HYPERNETS,55,34,34,34,541,1,0.85,10.97,18.73,0.109877,0.163395,9.287254,7.834728,17.7
LD,HYPERNETS,TRIOS,55,34,34,34,542,0.91,0.98,-11.37,18.93,-0.101922,0.160855,9.378383,7.918518,15.25
LD,TRIOS,HYPERNETS,55,34,34,34,542,1.01,0.85,11.37,18.93,0.113839,0.160618,9.378383,7.918518,17.96
LD,HYPERNETS,TRIOS,55,34,34,34,543,0.9,0.98,-11.81,18.74,-0.105477,0.164003,9.497691,8.0192,15.39
LD,TRIOS,HYPERNETS,55,34,34,34,543,1.01,0.85,11.81,18.74,0.118274,0.15781800000000001,9.497691,8.0192,18.23
LD,HYPERNETS,TRIOS,55,34,34,34,544,0.9,0.99,-12.2,18.43,-0.108562,0.167767,9.592952,8.096008,15.52
LD,TRIOS,HYPERNETS,55,34,34,34,544,1.01,0.85,12.2,18.43,0.122173,0.158626,9.592952,8.096008,18.5
LD,HYPERNETS,TRIOS,55,34,34,34,545,0.9,0.99,-12.27,18.14,-0.109159,0.16896,9.625664,8.114241,15.58
LD,TRIOS,HYPERNETS,55,34,34,34,545,1.01,0.85,12.27,18.14,0.122854,0.157727,9.625664,8.114241,18.64
LD,HYPERNETS,TRIOS,55,34,34,34,546,0.9,0.98,-12.05,18.33,-0.107409,0.168859,9.580926,8.065099,15.55
LD,TRIOS,HYPERNETS,55,34,34,34,546,1.01,0.85,12.05,18.33,0.120682,0.157424,9.580926,8.065099,18.58
LD,HYPERNETS,TRIOS,55,34,34,34,547,0.9,0.98,-11.88,19.15,-0.10609,0.16655,9.460794,7.965845,15.5
LD,TRIOS,HYPERNETS,55,34,34,34,547,1.01,0.85,11.88,19.15,0.118894,0.161106,9.460794,7.965845,18.39
LD,HYPERNETS,TRIOS,55,34,34,34,548,0.9,0.98,-12.02,19.1,-0.107185,0.166575,9.487267,7.99672,15.62
LD,TRIOS,HYPERNETS,55,34,34,34,548,1.01,0.85,12.02,19.1,0.120322,0.160647,9.487267,7.99672,18.55
LD,HYPERNETS,TRIOS,55,34,34,34,549,0.9,0.98,-12.16,18.97,-0.108284,0.168992,9.502888,7.998129,15.65
LD,TRIOS,HYPERNETS,55,34,34,34,549,1.01,0.85,12.16,18.97,0.121764,0.15942,9.502888,7.998129,18.65
LD,HYPERNETS,TRIOS,55,34,34,34,550,0.9,0.99,-12.16,18.73,-0.108296,0.168493,9.500652,7.977421,15.64
LD,TRIOS,HYPERNETS,55,34,34,34,550,1.01,0.85,12.16,18.73,0.121758,0.157697,9.500652,7.977421,18.7
LD,HYPERNETS,TRIOS,55,34,34,34,551,0.9,0.99,-12.42,18.67,-0.110343,0.170294,9.509948,7.99751,15.72
LD,TRIOS,HYPERNETS,55,34,34,34,551,1.02,0.85,12.42,18.67,0.124405,0.158373,9.509948,7.99751,18.81
LD,HYPERNETS,TRIOS,55,34,34,34,552,0.9,0.98,-12.43,18.92,-0.110479,0.171041,9.502136,7.998242,15.78
LD,TRIOS,HYPERNETS,55,34,34,34,552,1.02,0.85,12.43,18.92,0.124476,0.159949,9.502136,7.998242,18.85
LD,HYPERNETS,TRIOS,55,34,34,34,553,0.9,0.98,-12.73,18.96,-0.112786,0.170311,9.511616,7.999952,15.85
LD,TRIOS,HYPERNETS,55,34,34,34,553,1.02,0.85,12.73,18.96,0.127395,0.16047,9.511616,7.999952,18.95
LD,HYPERNETS,TRIOS,55,34,34,34,554,0.9,0.98,-12.7,19.01,-0.112522,0.170117,9.499837,7.998932,15.9
LD,TRIOS,HYPERNETS,55,34,34,34,554,1.02,0.85,12.7,19.01,0.127163,0.160702,9.499837,7.998932,19.06
LD,HYPERNETS,TRIOS,55,34,34,34,555,0.9,0.98,-12.55,19.21,-0.111395,0.169892,9.447591,7.945002,15.91
LD,TRIOS,HYPERNETS,55,34,34,34,555,1.02,0.85,12.55,19.21,0.125672,0.161082,9.447591,7.945002,19
LD,HYPERNETS,TRIOS,55,34,34,34,556,0.9,0.98,-11.55,19.2,-0.10339,0.162466,9.097402,7.633866,15.61
LD,TRIOS,HYPERNETS,55,34,34,34,556,1.02,0.86,11.55,19.2,0.115644,0.168842,9.097402,7.633866,18.4
LD,HYPERNETS,TRIOS,55,34,34,34,557,0.92,0.98,-10.62,18.45,-0.095881,0.155727,8.775009,7.314221,15.32
LD,TRIOS,HYPERNETS,55,34,34,34,557,1.01,0.86,10.62,18.45,0.106399,0.173641,8.775009,7.314221,17.87
LD,HYPERNETS,TRIOS,55,34,34,34,558,0.92,0.98,-9.99,18.34,-0.090633,0.155476,8.496725,7.088752,15.1
LD,TRIOS,HYPERNETS,55,34,34,34,558,1.01,0.86,9.99,18.34,0.100098,0.177004,8.496725,7.088752,17.42
LD,HYPERNETS,TRIOS,55,34,34,34,559,0.91,0.98,-10.13,18.42,-0.091892,0.155569,8.593763,7.175914,15.3
LD,TRIOS,HYPERNETS,55,34,34,34,559,1.01,0.86,10.13,18.42,0.101415,0.176339,8.593763,7.175914,17.77
LD,HYPERNETS,TRIOS,55,34,34,34,560,0.91,0.98,-10.9,19.02,-0.098229,0.159793,8.72948,7.302798,15.53
LD,TRIOS,HYPERNETS,55,34,34,34,560,1.01,0.86,10.9,19.02,0.109145,0.17591,8.72948,7.302798,18.23
LD,HYPERNETS,TRIOS,55,34,34,34,561,0.91,0.98,-11.39,19.44,-0.102191,0.163166,8.819899,7.382185,15.67
LD,TRIOS,HYPERNETS,55,34,34,34,561,1.01,0.85,11.39,19.44,0.114031,0.172653,8.819899,7.382185,18.53
LD,HYPERNETS,TRIOS,55,34,34,34,562,0.91,0.98,-11.6,19.34,-0.103856,0.164928,8.894464,7.444765,15.81
LD,TRIOS,HYPERNETS,55,34,34,34,562,1.02,0.85,11.6,19.34,0.116078,0.169784,8.894464,7.444765,18.77
LD,HYPERNETS,TRIOS,55,34,34,34,563,0.91,0.98,-11.91,19.51,-0.106373,0.167258,8.944488,7.472688,15.89
LD,TRIOS,HYPERNETS,55,34,34,34,563,1.02,0.85,11.91,19.51,0.119226,0.170985,8.944488,7.472688,18.92
LD,HYPERNETS,TRIOS,55,34,34,34,564,0.91,0.98,-11.75,19.42,-0.10511,0.167854,8.870664,7.426716,15.88
LD,TRIOS,HYPERNETS,55,34,34,34,564,1.02,0.86,11.75,19.42,0.117642,0.170762,8.870664,7.426716,18.86
LD,HYPERNETS,TRIOS,55,34,34,34,565,0.91,0.98,-11.5,19.58,-0.103021,0.167375,8.724219,7.255532,15.7
LD,TRIOS,HYPERNETS,55,34,34,34,565,1.02,0.86,11.5,19.58,0.115157,0.171976,8.724219,7.255532,18.58
LD,HYPERNETS,TRIOS,55,34,34,34,566,0.91,0.98,-11.21,19.24,-0.100659,0.16503,8.681652,7.21113,15.7
LD,TRIOS,HYPERNETS,55,34,34,34,566,1.02,0.86,11.21,19.24,0.112336,0.173599,8.681652,7.21113,18.57
LD,HYPERNETS,TRIOS,55,34,34,34,567,0.91,0.99,-11.21,19.55,-0.100683,0.166511,8.622411,7.178624,15.76
LD,TRIOS,HYPERNETS,55,34,34,34,567,1.02,0.86,11.21,19.55,0.112254,0.1735,8.622411,7.178624,18.67
LD,HYPERNETS,TRIOS,55,34,34,34,568,0.91,0.99,-11.09,19.31,-0.099812,0.161828,8.523394,7.096582,15.75
LD,TRIOS,HYPERNETS,55,34,34,34,568,1.01,0.86,11.09,19.31,0.110996,0.176993,8.523394,7.096582,18.6
LD,HYPERNETS,TRIOS,55,34,34,34,569,0.92,0.99,-10.67,18.71,-0.096343,0.157619,8.303205,6.910466,15.66
LD,TRIOS,HYPERNETS,55,34,34,34,569,1.01,0.85,10.67,18.71,0.106784,0.178701,8.303205,6.910466,18.28
LD,HYPERNETS,TRIOS,55,34,34,34,570,0.92,0.99,-10.81,18.98,-0.097537,0.15954,8.317066,6.922843,15.72
LD,TRIOS,HYPERNETS,55,34,34,34,570,1.01,0.86,10.81,18.98,0.108216,0.178413,8.317066,6.922843,18.42
LD,HYPERNETS,TRIOS,55,34,34,34,571,0.92,0.99,-11.02,19.48,-0.099186,0.163259,8.376209,6.969318,15.81
LD,TRIOS,HYPERNETS,55,34,34,34,571,1.01,0.86,11.02,19.48,0.110264,0.178888,8.376209,6.969318,18.65
LD,HYPERNETS,TRIOS,55,34,34,34,572,0.92,0.99,-11.34,19.45,-0.101822,0.167552,8.457404,7.038438,15.95
LD,TRIOS,HYPERNETS,55,34,34,34,572,1.01,0.85,11.34,19.45,0.113514,0.176715,8.457404,7.038438,18.96
LD,HYPERNETS,TRIOS,55,34,34,34,573,0.91,0.99,-11.8,19.41,-0.105445,0.17205,8.5484000000000009,7.115109,16.1
LD,TRIOS,HYPERNETS,55,34,34,34,573,1.01,0.85,11.8,19.41,0.118046,0.174054,8.5484000000000009,7.115109,19.28
LD,HYPERNETS,TRIOS,55,34,34,34,574,0.91,0.99,-11.91,19.13,-0.106362,0.170374,8.544824,7.098706,16.09
LD,TRIOS,HYPERNETS,55,34,34,34,574,1.01,0.85,11.91,19.13,0.119238,0.173754,8.544824,7.098706,19.26
LD,HYPERNETS,TRIOS,55,34,34,34,575,0.91,0.99,-10.67,19.36,-0.096329,0.162202,8.305221,6.885118,15.86
LD,TRIOS,HYPERNETS,55,34,34,34,575,1.02,0.86,10.67,19.36,0.106724,0.179987,8.305221,6.885118,18.66
LD,HYPERNETS,TRIOS,55,34,34,34,576,0.91,0.98,-10.32,19.09,-0.093478,0.160323,8.207687,6.817547,15.83
LD,TRIOS,HYPERNETS,55,34,34,34,576,1.02,0.86,10.32,19.09,0.103251,0.179318,8.207687,6.817547,18.51
LD,HYPERNETS,TRIOS,55,34,34,34,577,0.91,0.98,-10.25,19.02,-0.092937,0.15976,8.210477,6.798144,15.84
LD,TRIOS,HYPERNETS,55,34,34,34,577,1.02,0.86,10.25,19.02,0.102561,0.179481,8.210477,6.798144,18.51
LD,HYPERNETS,TRIOS,55,34,34,34,578,0.91,0.99,-10.37,19.39,-0.09388,0.162393,8.240234,6.819099,15.9
LD,TRIOS,HYPERNETS,55,34,34,34,578,1.02,0.86,10.37,19.39,0.103694,0.180327,8.240234,6.819099,18.67
LD,HYPERNETS,TRIOS,55,34,34,34,579,0.92,0.99,-10.74,19.76,-0.096977,0.165392,8.286131,6.863729,16
LD,TRIOS,HYPERNETS,55,34,34,34,579,1.01,0.86,10.74,19.76,0.107481,0.18089,8.286131,6.863729,18.9
