var_name,sensor_X,sensor_Y,n_clean,n_no_out,n_w_nm,n_w_nm_clean,Wavelength_nm,Slope,Slope_log,Bias,Error,MRD,MARD,RMSE,MSA,MAPE
LD,HYPERNETS,TRIOS,55,34,34,34,580,0.91,0.99,-11.22,19.76,-0.10087,0.168589,8.436742,6.991074,16.15
LD,TRIOS,HYPERNETS,55,34,34,34,580,1.02,0.86,11.22,19.76,0.112262,0.179766,8.436742,6.991074,19.23
LD,HYPERNETS,TRIOS,55,34,34,34,581,0.9,0.98,-11.82,19.86,-0.105694,0.175058,8.697118,7.183671,16.39
LD,TRIOS,HYPERNETS,55,34,34,34,581,1.04,0.86,11.82,19.86,0.118259,0.174726,8.697118,7.183671,19.72
LD,HYPERNETS,TRIOS,55,34,34,34,582,0.89,0.99,-12.32,19.95,-0.109633,0.179003,8.813408,7.274403,16.54
LD,TRIOS,HYPERNETS,55,34,34,34,582,1.04,0.86,12.32,19.95,0.123198,0.17276,8.813408,7.274403,20.06
LD,HYPERNETS,TRIOS,55,34,34,34,583,0.89,0.99,-12.82,20.01,-0.113577,0.179928,8.876958,7.322651,16.66
LD,TRIOS,HYPERNETS,55,34,34,34,583,1.04,0.86,12.82,20.01,0.12819,0.174381,8.876958,7.322651,20.33
LD,HYPERNETS,TRIOS,55,34,34,34,584,0.89,0.99,-13.37,19.79,-0.117888,0.180141,9.016313,7.425851,16.89
LD,TRIOS,HYPERNETS,55,34,34,34,584,1.05,0.86,13.37,19.79,0.133708,0.174495,9.016313,7.425851,20.74
LD,HYPERNETS,TRIOS,55,34,34,34,585,0.89,0.98,-12.58,20,-0.111755,0.180796,8.812676,7.264263,16.81
LD,TRIOS,HYPERNETS,55,34,34,34,585,1.05,0.86,12.58,20,0.125876,0.172199,8.812676,7.264263,20.46
LD,HYPERNETS,TRIOS,55,34,34,34,586,0.89,0.98,-11.88,19.96,-0.106182,0.176482,8.576198,7.073062,16.67
LD,TRIOS,HYPERNETS,55,34,34,34,586,1.04,0.86,11.88,19.96,0.11882,0.178229,8.576198,7.073062,20.09
LD,HYPERNETS,TRIOS,55,34,34,34,587,0.91,0.98,-10.35,19.93,-0.0938,0.166374,8.076716,6.655791,16.26
LD,TRIOS,HYPERNETS,55,34,34,34,587,1.02,0.86,10.35,19.93,0.103523,0.182277,8.076716,6.655791,19.27
LD,HYPERNETS,TRIOS,55,34,34,34,588,0.94,0.99,-7.22,17.76,-0.067295,0.155233,7.13212,5.723656,15.18
LD,TRIOS,HYPERNETS,55,34,34,34,588,0.98,0.86,7.22,17.76,0.072225,0.158094,7.13212,5.723656,17.13
LD,HYPERNETS,TRIOS,55,34,34,34,589,0.95,0.99,-6.55,17.19,-0.061437,0.151087,6.923606,5.506507,15
LD,TRIOS,HYPERNETS,55,34,34,34,589,0.98,0.85,6.55,17.19,0.065495,0.158153,6.923606,5.506507,16.8
LD,HYPERNETS,TRIOS,55,34,34,34,590,0.94,0.99,-7.67,17.32,-0.071202,0.157576,7.09336,5.726197,15.37
LD,TRIOS,HYPERNETS,55,34,34,34,590,0.99,0.85,7.67,17.32,0.076666,0.168597,7.09336,5.726197,17.58
LD,HYPERNETS,TRIOS,55,34,34,34,591,0.93,0.99,-8.37,17.63,-0.077269,0.161695,7.194339,5.849725,15.6
LD,TRIOS,HYPERNETS,55,34,34,34,591,0.99,0.85,8.37,17.63,0.083741,0.175824,7.194339,5.849725,18.03
LD,HYPERNETS,TRIOS,55,34,34,34,592,0.92,0.99,-9.09,18.56,-0.083325,0.159187,7.354552,6.014672,15.87
LD,TRIOS,HYPERNETS,55,34,34,34,592,1.01,0.86,9.09,18.56,0.090899,0.178916,7.354552,6.014672,18.53
LD,HYPERNETS,TRIOS,55,34,34,34,593,0.92,0.99,-9.77,19.39,-0.088993,0.162388,7.50716,6.160847,16.12
LD,TRIOS,HYPERNETS,55,34,34,34,593,1.01,0.86,9.77,19.39,0.097686,0.180962,7.50716,6.160847,19.02
LD,HYPERNETS,TRIOS,55,34,34,34,594,0.92,0.99,-9.83,19.48,-0.089476,0.163013,7.519749,6.170606,16.17
LD,TRIOS,HYPERNETS,55,34,34,34,594,1.01,0.85,9.83,19.48,0.098269,0.180812,7.519749,6.170606,19.1
LD,HYPERNETS,TRIOS,55,34,34,34,595,0.92,0.99,-9.98,19.57,-0.090761,0.163637,7.53454,6.177639,16.2
LD,TRIOS,HYPERNETS,55,34,34,34,595,1.01,0.85,9.98,19.57,0.099820999999999993,0.180628,7.53454,6.177639,19.18
LD,HYPERNETS,TRIOS,55,34,34,34,596,0.91,0.99,-10.07,20.06,-0.091501,0.167257,7.661447,6.279004,16.32
LD,TRIOS,HYPERNETS,55,34,34,34,596,1.02,0.86,10.07,20.06,0.100717,0.183759,7.661447,6.279004,19.38
LD,HYPERNETS,TRIOS,55,34,34,34,597,0.9,0.99,-10.17,20.11,-0.092278,0.168937,7.830191,6.390011,16.39
LD,TRIOS,HYPERNETS,55,34,34,34,597,1.03,0.86,10.17,20.11,0.10166,0.184372,7.830191,6.390011,19.52
LD,HYPERNETS,TRIOS,55,34,34,34,598,0.9,0.99,-10.12,20.11,-0.091886,0.170194,7.815173,6.379841,16.39
LD,TRIOS,HYPERNETS,55,34,34,34,598,1.03,0.86,10.12,20.11,0.10119,0.184645,7.815173,6.379841,19.54
LD,HYPERNETS,TRIOS,55,34,34,34,599,0.9,0.98,-10.16,20.44,-0.092231,0.17031,7.889571,6.445939,16.5
LD,TRIOS,HYPERNETS,55,34,34,34,599,1.04,0.87,10.16,20.44,0.10161,0.187204,7.889571,6.445939,19.61
LD,HYPERNETS,TRIOS,55,34,34,34,600,0.9,0.98,-10.08,20.19,-0.091586,0.16798,7.858569,6.422247,16.52
LD,TRIOS,HYPERNETS,55,34,34,34,600,1.03,0.87,10.08,20.19,0.100842,0.185376,7.858569,6.422247,19.61
LD,HYPERNETS,TRIOS,55,34,34,34,601,0.9,0.98,-10.15,20.35,-0.092152,0.169071,7.889145,6.447007,16.56
LD,TRIOS,HYPERNETS,55,34,34,34,601,1.04,0.87,10.15,20.35,0.101537,0.186295,7.889145,6.447007,19.7
LD,HYPERNETS,TRIOS,55,34,34,34,602,0.9,0.98,-10.47,20.37,-0.094737,0.171969,7.94625,6.48744,16.62
LD,TRIOS,HYPERNETS,55,34,34,34,602,1.04,0.87,10.47,20.37,0.104666,0.186529,7.94625,6.48744,19.82
LD,HYPERNETS,TRIOS,55,34,34,34,603,0.89,0.98,-10.95,20.32,-0.098723,0.172886,8.092796,6.586079,16.7
LD,TRIOS,HYPERNETS,55,34,34,34,603,1.05,0.87,10.95,20.32,0.109537,0.186499,8.092796,6.586079,19.99
LD,HYPERNETS,TRIOS,55,34,34,34,604,0.89,0.98,-11.09,20.28,-0.099792,0.174663,8.129731,6.612734,16.75
LD,TRIOS,HYPERNETS,55,34,34,34,604,1.05,0.87,11.09,20.28,0.110857,0.185913,8.129731,6.612734,20.15
LD,HYPERNETS,TRIOS,55,34,34,34,605,0.9,0.98,-11.06,20.37,-0.099543,0.175845,8.135324,6.623663,16.81
LD,TRIOS,HYPERNETS,55,34,34,34,605,1.05,0.87,11.06,20.37,0.110555,0.184238,8.135324,6.623663,20.28
LD,HYPERNETS,TRIOS,55,34,34,34,606,0.9,0.98,-11.1,20.18,-0.099864,0.174801,8.107051,6.591776,16.8
LD,TRIOS,HYPERNETS,55,34,34,34,606,1.04,0.87,11.1,20.18,0.110973,0.186028,8.107051,6.591776,20.25
LD,HYPERNETS,TRIOS,55,34,34,34,607,0.9,0.98,-10.88,20.23,-0.098111,0.174723,8.025688,6.511973,16.69
LD,TRIOS,HYPERNETS,55,34,34,34,607,1.04,0.87,10.88,20.23,0.108793,0.186228,8.025688,6.511973,20.04
LD,HYPERNETS,TRIOS,55,34,34,34,608,0.9,0.98,-10.37,20.43,-0.093987,0.169651,7.888836,6.392672,16.6
LD,TRIOS,HYPERNETS,55,34,34,34,608,1.04,0.87,10.37,20.43,0.103738,0.186631,7.888836,6.392672,19.74
LD,HYPERNETS,TRIOS,55,34,34,34,609,0.9,0.98,-9.9,19.67,-0.090059,0.164331,7.706483,6.226172,16.4
LD,TRIOS,HYPERNETS,55,34,34,34,609,1.04,0.87,9.9,19.67,0.098978,0.184058,7.706483,6.226172,19.3
LD,HYPERNETS,TRIOS,55,34,34,34,610,0.91,0.98,-9.08,19.1,-0.083265,0.165474,7.589858,6.12262,16.32
LD,TRIOS,HYPERNETS,55,34,34,34,610,1.03,0.87,9.08,19.1,0.09083,0.181146,7.589858,6.12262,19.1
LD,HYPERNETS,TRIOS,55,34,34,34,611,0.91,0.98,-9.36,19.25,-0.085609,0.164428,7.577706,6.121602,16.4
LD,TRIOS,HYPERNETS,55,34,34,34,611,1.03,0.87,9.36,19.25,0.093649,0.182153,7.577706,6.121602,19.24
LD,HYPERNETS,TRIOS,55,34,34,34,612,0.91,0.98,-9.25,18.94,-0.08467,0.161772,7.515243,6.040697,16.31
LD,TRIOS,HYPERNETS,55,34,34,34,612,1.03,0.87,9.25,18.94,0.092511,0.183524,7.515243,6.040697,19.1
LD,HYPERNETS,TRIOS,55,34,34,34,613,0.91,0.98,-8.91,19.06,-0.081834,0.166702,7.387861,5.924721,16.21
LD,TRIOS,HYPERNETS,55,34,34,34,613,1.03,0.87,8.91,19.06,0.089128,0.185899,7.387861,5.924721,18.88
LD,HYPERNETS,TRIOS,55,34,34,34,614,0.91,0.98,-8.67,18.19,-0.079746,0.167136,7.272694,5.835967,16.15
LD,TRIOS,HYPERNETS,55,34,34,34,614,1.03,0.87,8.67,18.19,0.086674,0.181571,7.272694,5.835967,18.71
LD,HYPERNETS,TRIOS,55,34,34,34,615,0.92,0.98,-8.08,17.72,-0.074738,0.15951099999999999,7.164821,5.695295,15.92
LD,TRIOS,HYPERNETS,55,34,34,34,615,1.03,0.88,8.08,17.72,0.080775,0.175486,7.164821,5.695295,18.32
LD,HYPERNETS,TRIOS,55,34,34,34,616,0.91,0.98,-8.28,17.99,-0.076472,0.163251,7.188848,5.725709,16.03
LD,TRIOS,HYPERNETS,55,34,34,34,616,1.03,0.88,8.28,17.99,0.082805,0.179943,7.188848,5.725709,18.52
LD,HYPERNETS,TRIOS,55,34,34,34,617,0.91,0.98,-8.64,18.34,-0.079494,0.166682,7.241293,5.783264,16.15
LD,TRIOS,HYPERNETS,55,34,34,34,617,1.03,0.88,8.64,18.34,0.086361,0.182669,7.241293,5.783264,18.75
LD,HYPERNETS,TRIOS,55,34,34,34,618,0.91,0.98,-8.99,18.73,-0.08251,0.167242,7.296605,5.836945,16.26
LD,TRIOS,HYPERNETS,55,34,34,34,618,1.03,0.88,8.99,18.73,0.089937,0.182853,7.296605,5.836945,18.97
LD,HYPERNETS,TRIOS,55,34,34,34,619,0.91,0.98,-9.46,19.15,-0.086398,0.164103,7.368379,5.903456,16.37
LD,TRIOS,HYPERNETS,55,34,34,34,619,1.04,0.88,9.46,19.15,0.094573,0.183168,7.368379,5.903456,19.2
LD,HYPERNETS,TRIOS,55,34,34,34,620,0.91,0.98,-9.7,19.54,-0.088443,0.164428,7.403481,5.941839,16.48
LD,TRIOS,HYPERNETS,55,34,34,34,620,1.04,0.88,9.7,19.54,0.097037,0.185865,7.403481,5.941839,19.39
LD,HYPERNETS,TRIOS,55,34,34,34,621,0.91,0.98,-9.68,19.64,-0.088238,0.164169,7.411937,5.950809,16.56
LD,TRIOS,HYPERNETS,55,34,34,34,621,1.04,0.88,9.68,19.64,0.096779,0.186345,7.411937,5.950809,19.54
LD,HYPERNETS,TRIOS,55,34,34,34,622,0.9,0.98,-9.54,19.61,-0.087104,0.168282,7.345751,5.860661,16.45
LD,TRIOS,HYPERNETS,55,34,34,34,622,1.04,0.88,9.54,19.61,0.095415,0.186187,7.345751,5.860661,19.26
LD,HYPERNETS,TRIOS,55,34,34,34,623,0.91,0.97,-8.77,18.52,-0.080589,0.167315,7.129792,5.666369,16.23
LD,TRIOS,HYPERNETS,55,34,34,34,623,1.03,0.88,8.77,18.52,0.087654,0.184917,7.129792,5.666369,18.75
LD,HYPERNETS,TRIOS,55,34,34,34,624,0.91,0.97,-8.34,18.41,-0.07699,0.160173,7.010168,5.530292,16.07
LD,TRIOS,HYPERNETS,55,34,34,34,624,1.03,0.88,8.34,18.41,0.083413,0.176447,7.010168,5.530292,18.43
LD,HYPERNETS,TRIOS,55,34,34,34,625,0.92,0.97,-7.78,18.75,-0.072185,0.161266,6.832893,5.388159,15.95
LD,TRIOS,HYPERNETS,55,34,34,34,625,1.03,0.88,7.78,18.75,0.07781,0.169473,6.832893,5.388159,18.15
LD,HYPERNETS,TRIOS,55,34,34,34,626,0.92,0.97,-8.01,18.93,-0.074136,0.161593,6.809817,5.372023,16
LD,TRIOS,HYPERNETS,55,34,34,34,626,1.02,0.88,8.01,18.93,0.080072,0.172418,6.809817,5.372023,18.25
LD,HYPERNETS,TRIOS,55,34,34,34,627,0.93,0.98,-7.25,18.64,-0.067622,0.165076,6.669156,5.226406,15.82
LD,TRIOS,HYPERNETS,55,34,34,34,627,1.01,0.88,7.25,18.64,0.072541,0.165561,6.669156,5.226406,17.93
LD,HYPERNETS,TRIOS,55,34,34,34,628,0.93,0.97,-6.81,17.94,-0.063727,0.156,6.535332,5.097619,15.69
LD,TRIOS,HYPERNETS,55,34,34,34,628,1.01,0.88,6.81,17.94,0.068094,0.16777,6.535332,5.097619,17.5
LD,HYPERNETS,TRIOS,55,34,34,34,629,0.93,0.97,-6.54,18.02,-0.061354,0.154423,6.540042,5.081055,15.75
LD,TRIOS,HYPERNETS,55,34,34,34,629,1.01,0.88,6.54,18.02,0.065364,0.171779,6.540042,5.081055,17.48
LD,HYPERNETS,TRIOS,55,34,34,34,630,0.92,0.97,-6.94,18.17,-0.064938,0.156367,6.568029,5.111037,15.82
LD,TRIOS,HYPERNETS,55,34,34,34,630,1.02,0.88,6.94,18.17,0.069448,0.169385,6.568029,5.111037,17.65
LD,HYPERNETS,TRIOS,55,34,34,34,631,0.92,0.97,-7.11,18.5,-0.066391,0.158834,6.609007,5.147796,15.91
LD,TRIOS,HYPERNETS,55,34,34,34,631,1.02,0.88,7.11,18.5,0.071112,0.170597,6.609007,5.147796,17.86
LD,HYPERNETS,TRIOS,55,34,34,34,632,0.92,0.97,-7.52,18.99,-0.069944,0.16131,6.662765,5.194524,15.98
LD,TRIOS,HYPERNETS,55,34,34,34,632,1.02,0.88,7.52,18.99,0.075207,0.170628,6.662765,5.194524,18.08
LD,HYPERNETS,TRIOS,55,34,34,34,633,0.91,0.97,-8.04,19.14,-0.074387,0.16428,6.759334,5.290546,16.13
LD,TRIOS,HYPERNETS,55,34,34,34,633,1.03,0.88,8.04,19.14,0.080377,0.170999,6.759334,5.290546,18.39
LD,HYPERNETS,TRIOS,55,34,34,34,634,0.91,0.97,-8.29,19.02,-0.076584,0.164276,6.79724,5.328589,16.21
LD,TRIOS,HYPERNETS,55,34,34,34,634,1.03,0.88,8.29,19.02,0.082945,0.173082,6.79724,5.328589,18.55
LD,HYPERNETS,TRIOS,55,34,34,34,635,0.91,0.97,-8.55,18.78,-0.078776,0.165898,6.83425,5.363881,16.28
LD,TRIOS,HYPERNETS,55,34,34,34,635,1.03,0.88,8.55,18.78,0.085519,0.176145,6.83425,5.363881,18.7
LD,HYPERNETS,TRIOS,55,34,34,34,636,0.91,0.97,-8.75,18.61,-0.080448,0.16751,6.878305,5.402834,16.35
LD,TRIOS,HYPERNETS,55,34,34,34,636,1.04,0.88,8.75,18.61,0.087493,0.178868,6.878305,5.402834,18.83
LD,HYPERNETS,TRIOS,55,34,34,34,637,0.91,0.97,-8.94,18.68,-0.082079,0.169248,6.903563,5.427698,16.4
LD,TRIOS,HYPERNETS,55,34,34,34,637,1.04,0.88,8.94,18.68,0.089423,0.181022,6.903563,5.427698,18.96
LD,HYPERNETS,TRIOS,55,34,34,34,638,0.91,0.97,-8.82,18.75,-0.081019,0.171708,6.876724,5.41948,16.47
LD,TRIOS,HYPERNETS,55,34,34,34,638,1.04,0.88,8.82,18.75,0.088161,0.183201,6.876724,5.41948,19.06
LD,HYPERNETS,TRIOS,55,34,34,34,639,0.91,0.97,-8.54,19.14,-0.078719,0.169871,6.808324,5.35247,16.42
LD,TRIOS,HYPERNETS,55,34,34,34,639,1.03,0.88,8.54,19.14,0.085446,0.179722,6.808324,5.35247,18.92
LD,HYPERNETS,TRIOS,55,34,34,34,640,0.91,0.97,-8.33,19.41,-0.076884,0.165418,6.725068,5.237323,16.24
LD,TRIOS,HYPERNETS,55,34,34,34,640,1.03,0.89,8.33,19.41,0.083288,0.173915,6.725068,5.237323,18.49
LD,HYPERNETS,TRIOS,55,34,34,34,641,0.91,0.97,-8.11,19.25,-0.075024,0.164379,6.709154,5.208331,16.21
LD,TRIOS,HYPERNETS,55,34,34,34,641,1.03,0.88,8.11,19.25,0.081112,0.172343,6.709154,5.208331,18.46
LD,HYPERNETS,TRIOS,55,34,34,34,642,0.91,0.97,-8.2,19.33,-0.075777,0.163834,6.717398,5.222269,16.25
LD,TRIOS,HYPERNETS,55,34,34,34,642,1.04,0.88,8.2,19.33,0.081995,0.176049,6.717398,5.222269,18.58
LD,HYPERNETS,TRIOS,55,34,34,34,643,0.91,0.97,-8.29,19.22,-0.076531,0.16504,6.721446,5.214565,16.27
LD,TRIOS,HYPERNETS,55,34,34,34,643,1.04,0.89,8.29,19.22,0.082882,0.17847,6.721446,5.214565,18.62
LD,HYPERNETS,TRIOS,55,34,34,34,644,0.91,0.97,-8.65,19.25,-0.079633,0.165875,6.735868,5.248703,16.39
LD,TRIOS,HYPERNETS,55,34,34,34,644,1.04,0.89,8.65,19.25,0.086551,0.179637,6.735868,5.248703,18.83
LD,HYPERNETS,TRIOS,55,34,34,34,645,0.92,0.97,-7.82,19.16,-0.07252,0.163488,6.477246,4.989285,16.06
LD,TRIOS,HYPERNETS,55,34,34,34,645,1.03,0.89,7.82,19.16,0.078206,0.171572,6.477246,4.989285,18.19
LD,HYPERNETS,TRIOS,55,34,34,34,646,0.94,0.97,-6.12,17.63,-0.057644,0.149842,6.123075,4.660457,15.7
LD,TRIOS,HYPERNETS,55,34,34,34,646,1.01,0.88,6.12,17.63,0.061186,0.172104,6.123075,4.660457,17.39
LD,HYPERNETS,TRIOS,55,34,34,34,647,0.95,0.98,-4.66,16.97,-0.04451,0.145087,5.909171,4.45199,15.55
LD,TRIOS,HYPERNETS,55,34,34,34,647,1,0.88,4.66,16.97,0.046616,0.165827,5.909171,4.45199,16.88
LD,HYPERNETS,TRIOS,55,34,34,34,648,0.94,0.97,-5.23,17.57,-0.049652,0.149468,5.949705,4.498446,15.73
LD,TRIOS,HYPERNETS,55,34,34,34,648,1,0.88,5.23,17.57,0.052259,0.167591,5.949705,4.498446,17.19
LD,HYPERNETS,TRIOS,55,34,34,34,649,0.93,0.97,-6.2,18.43,-0.05841,0.156181,6.031747,4.603793,15.93
LD,TRIOS,HYPERNETS,55,34,34,34,649,1.01,0.88,6.2,18.43,0.06205,0.176676,6.031747,4.603793,17.68
LD,HYPERNETS,TRIOS,55,34,34,34,650,0.93,0.97,-6.83,18.78,-0.063887,0.160964,6.097014,4.677481,16.06
LD,TRIOS,HYPERNETS,55,34,34,34,650,1.01,0.88,6.83,18.78,0.068269,0.172144,6.097014,4.677481,18.04
LD,HYPERNETS,TRIOS,55,34,34,34,651,0.92,0.97,-7.94,19.67,-0.073531,0.167139,6.211027,4.793975,16.27
LD,TRIOS,HYPERNETS,55,34,34,34,651,1.02,0.88,7.94,19.67,0.079367,0.173509,6.211027,4.793975,18.48
LD,HYPERNETS,TRIOS,55,34,34,34,652,0.92,0.98,-8.45,19.29,-0.077878,0.170526,6.264339,4.862605,16.44
LD,TRIOS,HYPERNETS,55,34,34,34,652,1.03,0.88,8.45,19.29,0.084458,0.178538,6.264339,4.862605,18.86
LD,HYPERNETS,TRIOS,55,34,34,34,653,0.91,0.98,-8.86,19.3,-0.081351,0.173541,6.307167,4.91294,16.6
LD,TRIOS,HYPERNETS,55,34,34,34,653,1.03,0.88,8.86,19.3,0.088559,0.185322,6.307167,4.91294,19.16
LD,HYPERNETS,TRIOS,55,34,34,34,654,0.91,0.97,-8.32,19.52,-0.07683,0.17015,6.219358,4.796135,16.37
LD,TRIOS,HYPERNETS,55,34,34,34,654,1.03,0.88,8.32,19.52,0.083235,0.176465,6.219358,4.796135,18.75
LD,HYPERNETS,TRIOS,55,34,34,34,655,0.93,0.96,-6.49,17.33,-0.060968,0.152749,5.802673,4.398658,16.02
LD,TRIOS,HYPERNETS,55,34,34,34,655,1.02,0.89,6.49,17.33,0.064928,0.168887,5.802673,4.398658,17.31
LD,HYPERNETS,TRIOS,55,34,34,34,656,0.94,0.97,-5.99,17.53,-0.056525,0.149187,5.752972,4.326384,15.9
LD,TRIOS,HYPERNETS,55,34,34,34,656,1.01,0.89,5.99,17.53,0.059912,0.170091,5.752972,4.326384,17.35
LD,HYPERNETS,TRIOS,55,34,34,34,657,0.93,0.97,-6.3,18.03,-0.059242,0.152749,5.799989,4.361796,15.95
LD,TRIOS,HYPERNETS,55,34,34,34,657,1.01,0.89,6.3,18.03,0.062973,0.17361,5.799989,4.361796,17.53
LD,HYPERNETS,TRIOS,55,34,34,34,658,0.93,0.97,-6.6,18.53,-0.061941,0.156301,5.865165,4.428013,16.1
LD,TRIOS,HYPERNETS,55,34,34,34,658,1.01,0.88,6.6,18.53,0.066031,0.177503,5.865165,4.428013,17.86
LD,HYPERNETS,TRIOS,55,34,34,34,659,0.9,0.97,-10.06,19.65,-0.09139,0.176813,6.549569,5.087931,17.08
LD,TRIOS,HYPERNETS,55,34,34,34,659,1.05,0.89,10.06,19.65,0.100583,0.185804,6.549569,5.087931,20.11
LD,HYPERNETS,TRIOS,55,34,34,34,660,0.89,0.97,-11.16,20.13,-0.100418,0.176256,6.726416,5.216438,17.23
LD,TRIOS,HYPERNETS,55,34,34,34,660,1.06,0.89,11.16,20.13,0.111627,0.185959,6.726416,5.216438,20.41
LD,HYPERNETS,TRIOS,55,34,34,34,661,0.89,0.97,-11.07,20.05,-0.099631,0.176533,6.78554,5.246577,17.22
LD,TRIOS,HYPERNETS,55,34,34,34,661,1.06,0.89,11.07,20.05,0.110659,0.185588,6.78554,5.246577,20.38
LD,HYPERNETS,TRIOS,55,34,34,34,662,0.9,0.97,-10.72,19.69,-0.096855,0.175144,6.723307,5.195039,17.13
LD,TRIOS,HYPERNETS,55,34,34,34,662,1.06,0.89,10.72,19.69,0.107243,0.185656,6.723307,5.195039,20.21
LD,HYPERNETS,TRIOS,55,34,34,34,663,0.9,0.97,-10.18,19.32,-0.092397,0.1749,6.63961,5.129403,17.03
LD,TRIOS,HYPERNETS,55,34,34,34,663,1.05,0.89,10.18,19.32,0.101804,0.185561,6.63961,5.129403,20.01
LD,HYPERNETS,TRIOS,55,34,34,34,664,0.91,0.97,-9.8,19.11,-0.08923,0.17586,6.575773,5.059299,16.89
LD,TRIOS,HYPERNETS,55,34,34,34,664,1.05,0.89,9.8,19.11,0.097973,0.186431,6.575773,5.059299,19.79
LD,HYPERNETS,TRIOS,55,34,34,34,665,0.91,0.97,-9.43,18.99,-0.086142,0.173031,6.504428,4.987166,16.76
LD,TRIOS,HYPERNETS,55,34,34,34,665,1.04,0.89,9.43,18.99,0.094266,0.186818,6.504428,4.987166,19.56
LD,HYPERNETS,TRIOS,55,34,34,34,666,0.91,0.97,-9,19.1,-0.08259,0.17138,6.443253,4.935246,16.73
LD,TRIOS,HYPERNETS,55,34,34,34,666,1.04,0.89,9,19.1,0.090032,0.18589,6.443253,4.935246,19.43
LD,HYPERNETS,TRIOS,55,34,34,34,667,0.92,0.97,-9.1,19.38,-0.083409,0.171349,6.407991,4.894005,16.66
LD,TRIOS,HYPERNETS,55,34,34,34,667,1.04,0.89,9.1,19.38,0.091013,0.183292,6.407991,4.894005,19.3
LD,HYPERNETS,TRIOS,55,34,34,34,668,0.92,0.97,-9.01,19.52,-0.082673,0.172429,6.405858,4.888784,16.71
LD,TRIOS,HYPERNETS,55,34,34,34,668,1.04,0.89,9.01,19.52,0.090133,0.182591,6.405858,4.888784,19.34
LD,HYPERNETS,TRIOS,55,34,34,34,669,0.92,0.97,-8.84,19.28,-0.081258,0.174875,6.388747,4.884824,16.78
LD,TRIOS,HYPERNETS,55,34,34,34,669,1.03,0.89,8.84,19.28,0.08845,0.182847,6.388747,4.884824,19.41
LD,HYPERNETS,TRIOS,55,34,34,34,670,0.92,0.97,-8.81,19.52,-0.080925,0.174364,6.392066,4.881158,16.84
LD,TRIOS,HYPERNETS,55,34,34,34,670,1.04,0.89,8.81,19.52,0.088052,0.18304,6.392066,4.881158,19.46
LD,HYPERNETS,TRIOS,55,34,34,34,671,0.92,0.97,-8.39,19.3,-0.07742,0.170769,6.23957,4.75981,16.72
LD,TRIOS,HYPERNETS,55,34,34,34,671,1.03,0.89,8.39,19.3,0.083918,0.175438,6.23957,4.75981,19.13
LD,HYPERNETS,TRIOS,55,34,34,34,672,0.92,0.97,-8.11,19.35,-0.075012,0.171265,6.210589,4.709207,16.65
LD,TRIOS,HYPERNETS,55,34,34,34,672,1.03,0.89,8.11,19.35,0.081095,0.178655,6.210589,4.709207,19
LD,HYPERNETS,TRIOS,55,34,34,34,673,0.92,0.97,-8,19.13,-0.07408,0.168961,6.201508,4.688052,16.6
LD,TRIOS,HYPERNETS,55,34,34,34,673,1.03,0.89,8,19.13,0.080009,0.178908,6.201508,4.688052,18.95
LD,HYPERNETS,TRIOS,55,34,34,34,674,0.92,0.97,-8.19,18.95,-0.07572,0.167621,6.199231,4.68717,16.63
LD,TRIOS,HYPERNETS,55,34,34,34,674,1.03,0.89,8.19,18.95,0.081923,0.17775,6.199231,4.68717,19.02
LD,HYPERNETS,TRIOS,55,34,34,34,675,0.92,0.97,-7.82,19.21,-0.072524,0.167807,6.123361,4.630993,16.57
LD,TRIOS,HYPERNETS,55,34,34,34,675,1.03,0.89,7.82,19.21,0.078196,0.180499,6.123361,4.630993,18.91
LD,HYPERNETS,TRIOS,55,34,34,34,676,0.92,0.97,-7.82,19.22,-0.07257,0.1658,6.118691,4.6165,16.56
LD,TRIOS,HYPERNETS,55,34,34,34,676,1.03,0.89,7.82,19.22,0.078249,0.180239,6.118691,4.6165,18.91
LD,HYPERNETS,TRIOS,55,34,34,34,677,0.92,0.97,-8.2,19.01,-0.075749,0.164685,6.137188,4.632499,16.62
LD,TRIOS,HYPERNETS,55,34,34,34,677,1.03,0.89,8.2,19.01,0.081957,0.178377,6.137188,4.632499,19.05
LD,HYPERNETS,TRIOS,55,34,34,34,678,0.92,0.97,-8.44,18.82,-0.077827,0.165991,6.109189,4.624866,16.66
LD,TRIOS,HYPERNETS,55,34,34,34,678,1.03,0.89,8.44,18.82,0.084397,0.177369,6.109189,4.624866,19.07
LD,HYPERNETS,TRIOS,55,34,34,34,679,0.92,0.97,-8.47,19.57,-0.078079,0.167701,6.120343,4.633307,16.83
LD,TRIOS,HYPERNETS,55,34,34,34,679,1.03,0.89,8.47,19.57,0.084697,0.180239,6.120343,4.633307,19.26
LD,HYPERNETS,TRIOS,55,34,34,34,680,0.91,0.97,-9.32,19.68,-0.085238,0.172451,6.187952,4.693136,16.96
LD,TRIOS,HYPERNETS,55,34,34,34,680,1.04,0.89,9.32,19.68,0.093182,0.181573,6.187952,4.693136,19.66
LD,HYPERNETS,TRIOS,55,34,34,34,681,0.9,0.97,-10.52,19.69,-0.09518,0.175386,6.310884,4.802344,17.24
LD,TRIOS,HYPERNETS,55,34,34,34,681,1.05,0.89,10.52,19.69,0.1052,0.182246,6.310884,4.802344,20.25
